Hip_x,Hip_y,Hip_z,RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RAnkle_x,RAnkle_y,RAnkle_z,RBigToe_x,RBigToe_y,RBigToe_z,RSmallToe_x,RSmallToe_y,RSmallToe_z,RHeel_x,RHeel_y,RHeel_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LAnkle_x,LAnkle_y,LAnkle_z,LBigToe_x,LBigToe_y,LBigToe_z,LSmallToe_x,LSmallToe_y,LSmallToe_z,LHeel_x,LHeel_y,LHeel_z,Neck_x,Neck_y,Neck_z,Head_x,Head_y,Head_z,Nose_x,Nose_y,Nose_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,Time,file
-2.8759016037575287,0.12931698725853918,0.24109454211652842,-2.939065204835875,0.1021348700517762,0.307808564252422,-3.02112469325078,-0.2890257057625299,0.30659366315274583,-3.0675128601589963,-0.6605055815960938,0.3213730084285577,-2.9459394038943567,-0.7297859333687224,0.38972962189400123,-2.8962721520255905,-0.7123934667900302,0.3983177054758233,-3.121614886214911,-0.7243194336021112,0.3109038595652959,-2.8457506978435285,0.09241150577421038,0.16768496963610577,-2.904909067289085,-0.3004672135856485,0.18103885780728296,-2.967718752153895,-0.6768252378114635,0.1671535242140204,-2.792026163927645,-0.7371768538990345,0.28285328867223775,-2.8101328974275868,-0.7538340766114406,0.21838092094841935,-3.0651147689717027,-0.7546061694067775,0.12147517968640939,-2.8168334301619073,0.6137032545091334,0.22118540017191526,-2.7800343326874013,0.8300324256987655,0.22423500535446925,-2.7470918834836704,0.6983781397795245,0.27597826856278,-2.9545880327315377,0.588601298710193,0.3576466420030825,-3.100521611163603,0.541981146603521,0.5248768463562867,-3.2028773509660895,0.5459502820411594,0.7096921982809045,-2.7207008352639916,0.5359346699680184,0.0852734680023145,-2.565131296787035,0.4513443668541979,-0.08127158115690064,-2.4219054528638986,0.4146604902785018,-0.22889213992662222,0.0,femalemonologue2_t3_0-619
-2.8759016037575287,0.12931698725853918,0.24109454211652842,-2.939065204835875,0.1021348700517762,0.307808564252422,-3.02112469325078,-0.2890257057625299,0.30659366315274583,-3.0675128601589963,-0.6605055815960938,0.3213730084285577,-2.9459394038943567,-0.7297859333687224,0.38972962189400123,-2.8962721520255905,-0.7123934667900302,0.3983177054758233,-3.121614886214911,-0.7243194336021112,0.3109038595652959,-2.8457506978435285,0.09241150577421038,0.16768496963610577,-2.904909067289085,-0.3004672135856485,0.18103885780728296,-2.967718752153895,-0.6768252378114635,0.1671535242140204,-2.792026163927645,-0.7371768538990345,0.28285328867223775,-2.8101328974275868,-0.7538340766114406,0.21838092094841935,-3.0651147689717027,-0.7546061694067775,0.12147517968640939,-2.8168334301619073,0.6137032545091334,0.22118540017191526,-2.7800343326874013,0.8300324256987655,0.22423500535446925,-2.7470918834836704,0.6983781397795245,0.27597826856278,-2.9545880327315377,0.588601298710193,0.3576466420030825,-3.100521611163603,0.541981146603521,0.5248768463562867,-3.2028773509660895,0.5459502820411594,0.7096921982809045,-2.7207008352639916,0.5359346699680184,0.0852734680023145,-2.565131296787035,0.4513443668541979,-0.08127158115690064,-2.4219054528638986,0.4146604902785018,-0.22889213992662222,33.333333333333336,femalemonologue2_t3_0-619
-2.878663675126312,0.13640785465752564,0.24344133729042874,-2.9203085796326635,0.11711986475219902,0.31667852639078226,-2.983004427112908,-0.2684386748090138,0.32010531403982195,-3.0485047108764047,-0.6541780929763026,0.33023571810478475,-2.9236266069937074,-0.7398907342714096,0.3821081024555202,-2.8844986299297877,-0.7072838721650148,0.39812881861851107,-3.089892703180049,-0.7145881880296471,0.3067127006127043,-2.858773929502429,0.10610958996570255,0.16785279781688583,-2.9253455406314175,-0.27973356770363916,0.1806099365144808,-3.012711637741249,-0.6828399395029413,0.15964697871250963,-2.8861045149545617,-0.751781981689287,0.2718118744560392,-2.895876023273513,-0.7590547535020356,0.19442859786432612,-3.0786067376667416,-0.7420614851781338,0.1214305987949493,-2.82929065947778,0.6180133665743085,0.21524431229783908,-2.7695167861368963,0.8255220637142673,0.2220852176640827,-2.7306823101492452,0.6940227380593335,0.28129561284356935,-2.935722378953409,0.5891304933441264,0.35457991261535865,-3.110660425463154,0.5379721934601024,0.5141079431143614,-3.181796181103139,0.5387523666174401,0.7058324114741767,-2.7249213682932383,0.5323088817051569,0.08342084099316062,-2.6101222155487243,0.45259129229311096,-0.08523000795013629,-2.4530563439009305,0.41907974162581024,-0.23029966391647896,66.66666666666667,femalemonologue2_t3_0-619
-2.8798337064769877,0.12826189975691343,0.24424975197268253,-2.923083776797928,0.10910500931987581,0.31414446977114535,-2.990012855348289,-0.2798762756959098,0.3173242433401536,-3.0493653361262796,-0.6544282796988922,0.3252688299443622,-3.051590171978441,-0.7705612937729304,0.3998445960590656,-3.0341383264659183,-0.7373862916862953,0.41663588768431037,-3.065657775305155,-0.7139087535527546,0.305797795091332,-2.858280750881913,0.09982632913461287,0.1665679449669702,-2.922228709846915,-0.28828771387593094,0.18149627950050037,-3.005300791733219,-0.6824884047242897,0.16418535748444785,-2.86579288279396,-0.7496904090937597,0.2783352754828369,-2.8684607618444384,-0.7539567146937758,0.20162453560689242,-3.08730003796591,-0.7490728842096973,0.12632292510967869,-2.8255612726179202,0.6170825361024139,0.21828991236647616,-2.767343148173094,0.8272725887243229,0.22440083854094098,-2.7303450474231883,0.6970117838717872,0.27623286352235904,-2.951139589485968,0.590045845981318,0.35057466170378926,-3.122377213483339,0.5266073333662922,0.5117737588167227,-3.179020692684829,0.528450594381591,0.6994173137587347,-2.7185056947661956,0.5316825416522796,0.08300000241453644,-2.5999589991788046,0.44465107357348044,-0.07709669108822025,-2.4481538556686475,0.40782828358287004,-0.221860063167651,100.0,femalemonologue2_t3_0-619
-2.8942100002882647,0.12764342130081816,0.24221405168550056,-2.93611663666715,0.10830005114755635,0.31262818391580743,-2.999446059473794,-0.27739948589162006,0.3160099216511768,-3.053754813515632,-0.6543871601246265,0.3263823303766712,-3.196355143304058,-0.8021695539114972,0.4134369941496888,-3.1018678564219164,-0.7543201510432028,0.42541829346259175,-3.1004763470295877,-0.7201884252594704,0.3058136168778439,-2.8594162288068223,0.09680600650912828,0.168461609476376,-2.923729034404077,-0.28700297108038547,0.18145283971008305,-3.0107825115468456,-0.6812867345927562,0.16468950499192853,-2.872164681744697,-0.7542681855604116,0.2747593317303019,-2.8690878767628525,-0.7573908577174652,0.20248786149997364,-3.0788597173413175,-0.7449363505640071,0.1290914905338329,-2.824457141288592,0.6144524393118702,0.2133918420270206,-2.765392026773252,0.8246930864705303,0.2251493900303571,-2.726639986980111,0.6954286286496275,0.27913054715533125,-2.952255614115742,0.5875910644151421,0.34889855103130035,-3.125105347306743,0.5189013051649323,0.508491536807376,-3.17980799951513,0.518875163344434,0.7004218054635579,-2.7155729418473187,0.525341935131831,0.08229471987140445,-2.592641154807952,0.4311682502768224,-0.07802892866831018,-2.4371453818011597,0.3946986810736991,-0.21623043552110552,133.33333333333334,femalemonologue2_t3_0-619
-2.881148412461654,0.12392007688451992,0.24250696692621426,-2.9347772529158656,0.10047004974796422,0.3112565429224004,-2.9915291966071753,-0.28860386947654454,0.31126106724734653,-3.066022314774889,-0.6658768175002401,0.32495758242016387,-2.9446839121092396,-0.7362978254142976,0.3773415795151002,-3.0257602527476553,-0.7300054527028079,0.4018576721331683,-3.1045248002740937,-0.7286326320032457,0.3082602101125662,-2.8534296006920097,0.08824883281864573,0.17187702021550752,-2.89930134901413,-0.30000669031951277,0.185269443782667,-2.9688693830724717,-0.6810700644182321,0.16575268751385744,-2.8053934410796075,-0.7428136583040051,0.27918732514618466,-2.816487029562444,-0.7534857250751436,0.21643454021171643,-3.051239887236046,-0.7561855754238938,0.12286967456149075,-2.8462218914862945,0.618025928962167,0.21112271152880074,-2.7672214162104427,0.8195011063709003,0.2220800069882737,-2.741383011804435,0.6943394075439739,0.27680980447371895,-2.9856534587739563,0.5843748979820184,0.3442434517046009,-3.1476732341544036,0.5037544397957264,0.5030482888345551,-3.178892058143279,0.5059794931194456,0.7115885465321558,-2.751808067642261,0.5314306240058215,0.08200498632588994,-2.5906871221077212,0.4159999820708278,-0.07135628819766233,-2.422800333827085,0.3733532773759003,-0.2136645112435079,166.66666666666666,femalemonologue2_t3_0-619
-2.8910355917400636,0.12735750920740066,0.24554914515744625,-2.9384971944931673,0.11169117984096653,0.31390338520293376,-2.990311555448292,-0.27645581231008814,0.3191429423698977,-3.0539397323252366,-0.6549790458256346,0.3275011874702147,-2.861230030755891,-0.7228549118940313,0.37562965220400224,-2.789348723500309,-0.6801425740781721,0.38726339262658627,-3.0921188211613764,-0.7183473320417605,0.3061035920489961,-2.8620021836139427,0.09851584748776049,0.1718398365565706,-2.9373617707691215,-0.28423163086915054,0.18280924675554786,-3.0241850868601334,-0.6864306791429264,0.1603923991445646,-2.9131555621579457,-0.7595170598118713,0.27522588430033973,-2.910982865475984,-0.7668426191741446,0.20226102652116223,-3.0848796049811598,-0.7484643364150135,0.1190485744456534,-2.8282525498561504,0.615018111299882,0.21226229936629015,-2.768734805196745,0.825701369786064,0.22400706841505624,-2.722968434869181,0.691998510534296,0.27769996111921275,-2.9618457079452214,0.585323940143971,0.33801785214524244,-3.1317673769295475,0.4922803302484841,0.4973779625022267,-3.17929791339702,0.49404506882698923,0.7023278969678467,-2.7235163410395455,0.5248281077185829,0.08533006040262307,-2.6029903619473185,0.40342604740990096,-0.06514260698387819,-2.4469932927371527,0.36137517741452646,-0.20895078288175178,199.99999999999997,femalemonologue2_t3_0-619
-2.8914914977105437,0.12131147052464002,0.24553815325732825,-2.9309510454150325,0.1084833773177694,0.3157881089342855,-2.99640922900499,-0.2775023353132868,0.31910002540680615,-3.0519666857219643,-0.6597987954928585,0.32852719138043984,-3.1043219715641657,-0.7820429376508116,0.40696251310010223,-3.1256524709031783,-0.7601919817361863,0.42261263054312953,-3.0689053800671546,-0.7135405274044391,0.3036123653097086,-2.864501601277617,0.09738495164262385,0.17215655462676105,-2.9241405979806046,-0.2857077414424931,0.1823463114849598,-3.002131376580079,-0.6928662695526628,0.16216338179216078,-2.86404119204798,-0.7500745002039824,0.2768923919797501,-2.8543300635755133,-0.7547681623832212,0.20496154839562225,-3.0846690256162224,-0.7532618802229274,0.1244641827664497,-2.8317990586284774,0.6142236766555617,0.2098473278310155,-2.77686766407965,0.8290399051556397,0.22415576094795833,-2.7303501294776384,0.6928650551469367,0.2779602208967383,-2.957888637638677,0.5749258788535696,0.33710766232192546,-3.128648459699086,0.4765940570078515,0.4907159640256391,-3.190638212557841,0.4768644829689151,0.7054601398763567,-2.714980697706273,0.5199110537563615,0.0856171054800698,-2.604685779455882,0.3931461706030519,-0.05972849122773719,-2.4548009006454405,0.3468068963550484,-0.1939612458527403,233.33333333333331,femalemonologue2_t3_0-619
-2.883389653811159,0.12139501367890834,0.2453511848054209,-2.9284147962928873,0.11098135418470625,0.31622244664130195,-2.985925687536171,-0.2739745706144458,0.31931939268360476,-3.0457694665753237,-0.6553371070462097,0.3316336136006219,-2.9371621576179763,-0.7410151266830941,0.3931932678297115,-2.9359393916808636,-0.7150822976827461,0.40826449684015476,-3.055425748446733,-0.7091486553239486,0.3055457671835486,-2.85211328352823,0.0979002350992311,0.17472876247195074,-2.9162755353822725,-0.2841887314491247,0.18273721242995147,-3.009161211840402,-0.6888915872033948,0.16476053821130168,-2.860418795159678,-0.7503393955843233,0.2790238160429062,-2.852473302240141,-0.7537778372118467,0.20687357230128373,-3.093502692813021,-0.7512626709354642,0.12467164102119789,-2.8352294019354427,0.6136672838927065,0.20752036555433193,-2.7697673515546954,0.8255551850433129,0.22392988371886244,-2.723555589500802,0.6909648536083026,0.2775749610468475,-2.9623501270984147,0.5730400698354086,0.3329361914745322,-3.1072925077161226,0.4577723071330343,0.49130422285361736,-3.1606499922974964,0.45360997672872866,0.6978328424601358,-2.7243039632989157,0.522412088135145,0.08542654801333906,-2.6244333801634045,0.38873563242711695,-0.06119244101834245,-2.4601458685169835,0.3273845514874185,-0.19111090571799752,266.6666666666667,femalemonologue2_t3_0-619
-2.878634987878059,0.110472462721772,0.2492308779224141,-2.9411103947512403,0.095730828665265,0.31543247657064505,-2.9992624361394897,-0.28772313259917137,0.32126580482550704,-3.0532488973784275,-0.6608394220238271,0.33084758047318186,-2.959576653457511,-0.7400141785277361,0.37592863388040243,-3.0315187873389435,-0.7279702931900601,0.4025125820328743,-3.089299793160953,-0.7278033097600113,0.31664844752922955,-2.8481052371915285,0.08439887941631773,0.17586552401804498,-2.9130183063932105,-0.2975336075378445,0.19251123317965235,-2.9932845424378405,-0.6877744536501442,0.16505808825899876,-2.8064065243441303,-0.7433315682612691,0.28828701499637255,-2.830045314873355,-0.7566992913499836,0.2264257909469158,-3.1083090242518514,-0.7680353921942676,0.11649034576087951,-2.8538005486309936,0.6144770547240327,0.20996627086551325,-2.784726163390827,0.8301727372566454,0.21945999622034087,-2.7385755006637735,0.6895880286963387,0.27505786651592423,-2.995190059683248,0.5696469046245373,0.3347937577886867,-3.141463344750082,0.4460249368943109,0.4910564799378345,-3.1799182025838633,0.4299809765164144,0.6973361675142448,-2.745546662437397,0.5237911250638425,0.08350392732568013,-2.6148195410664172,0.3744753632357168,-0.04969106401519364,-2.4518825061186886,0.3009810788985358,-0.1809680800068612,300.0,femalemonologue2_t3_0-619
