start_time,end_time,labelid,label,duration
0.66,1.06,1,Gesture,0.4
1.58,2.7,2,Gesture,1.12
3.54,4.98,3,Gesture,1.4400000000000004
5.86,6.78,4,Gesture,0.9199999999999999
10.18,10.38,5,Gesture,0.20000000000000107
12.78,12.98,6,Gesture,0.20000000000000107
13.94,14.54,7,Gesture,0.5999999999999996
16.46,16.7,8,Gesture,0.23999999999999844
19.86,20.3,9,Gesture,0.4400000000000013
21.7,22.74,10,Gesture,1.0399999999999991
