start_time,end_time,labelid,label,duration
0.54,0.8200000000000001,1,Gesture,0.28
1.78,2.06,2,Gesture,0.28
2.46,3.02,3,Gesture,0.56
4.42,7.26,4,Gesture,2.84
9.62,11.54,5,Gesture,1.92
12.06,15.3,6,Gesture,3.24
16.82,19.82,7,Gesture,3.0
