RHip_x,RHip_z,RHip_y,RKnee_x,RKnee_z,RKnee_y,RAnkle_x,RAnkle_z,RAnkle_y,RHeel_x,RHeel_z,RHeel_y,LHip_x,LHip_z,LHip_y,LKnee_x,LKnee_z,LKnee_y,LAnkle_x,LAnkle_z,LAnkle_y,LHeel_x,LHeel_z,LHeel_y,Neck_x,Neck_z,Neck_y,Head_x,Head_z,Head_y,Nose_x,Nose_z,Nose_y,RShoulder_x,RShoulder_z,RShoulder_y,RElbow_x,RElbow_z,RElbow_y,RWrist_x,RWrist_z,RWrist_y,LShoulder_x,LShoulder_z,LShoulder_y,LElbow_x,LElbow_z,LElbow_y,LWrist_x,LWrist_z,LWrist_y,Time,Neck_speed,Neck_acc,Neck_jerk,LHip_speed,LHip_acc,LHip_jerk,LHeel_speed,LHeel_acc,LHeel_jerk,Head_speed,Head_acc,Head_jerk,RHip_speed,RHip_acc,RHip_jerk,Nose_speed,Nose_acc,Nose_jerk,LElbow_speed,LElbow_acc,LElbow_jerk,RKnee_speed,RKnee_acc,RKnee_jerk,LAnkle_speed,LAnkle_acc,LAnkle_jerk,RShoulder_speed,RShoulder_acc,RShoulder_jerk,RWrist_speed,RWrist_acc,RWrist_jerk,LShoulder_speed,LShoulder_acc,LShoulder_jerk,RHeel_speed,RHeel_acc,RHeel_jerk,RElbow_speed,RElbow_acc,RElbow_jerk,LKnee_speed,LKnee_acc,LKnee_jerk,RAnkle_speed,RAnkle_acc,RAnkle_jerk,LWrist_speed,LWrist_acc,LWrist_jerk,file
-293.3374604861688,10.234449140941614,30.941256186707015,-301.3285092364319,-28.660296294091193,30.891148086465037,-305.4591366052454,-65.82591929739957,32.352309606022814,-311.11928367496535,-72.21751430641413,31.205299265885188,-284.62505307664713,9.325130777709099,16.621248414151008,-290.4903938485524,-29.839128750262145,18.04920472733982,-297.25118226330363,-67.6381554919661,16.569132161044063,-306.68687240038446,-75.2923308347501,12.107724830180953,-281.4333272635107,61.317607546507844,22.186011724917094,-277.8446833654023,83.01261599394883,22.38995959209679,-274.5573480558612,69.88916190225224,27.624839905525672,-295.46481101981135,58.93692028001948,36.19693647359804,-309.92086859135867,54.47858931097775,52.33831258382197,-320.09954632468,54.38530864205596,70.51577387790438,-271.8911454701377,53.60348189501547,8.415581696419325,-257.3037043966758,45.634638872681435,-8.553733477266318,-243.02443270404672,41.53871232761292,-23.249132406748828,0.0,0.009499194657097108,0.0008001128694355737,-0.00017640458415569215,0.008641174512159396,-0.0009135086427011559,3.9243523607217084e-05,0.005859729304703041,0.0002916151897478964,-6.257818226406293e-05,0.0056973961941547725,-0.0001125797557013981,-6.866760794248064e-05,0.005772380904963752,-0.0008703700434561445,0.0001411966619040867,0.007925585739832704,0.00016284897854758885,-0.00013917388079147448,0.008241401720406525,0.0035387860542992157,0.0005247903017864785,0.008980844953362955,0.00043790462723689684,-1.0307871468819162e-05,0.01691886391486095,5.447885230517011e-06,-0.00036119182825896935,0.012165239309043603,-0.0018329012235023072,0.0005038259225490125,0.0028937507064239363,0.002363910751355829,0.001589187404423604,0.004346901285160493,0.0002750492865197826,1.792866751974382e-05,-0.0008932242451261518,0.0051055468765703335,-0.00013826420214303544,0.00889250142477433,0.003998818181860916,0.0007362292738026212,0.012032811816271595,-0.000620833589202421,-0.00013922016923962843,0.005712378464770267,-0.000209725563365337,0.00041048729879582523,0.08303700609738475,-0.026416607951706726,-0.003469027775431415,femalemonologue2_t3_0-619
-293.3440241229966,10.569446546473113,31.040433615383055,-300.87685549292746,-28.37867455018575,31.073824834104535,-306.04979823043686,-65.82400636017935,32.36063080268821,-311.0208872633183,-72.16498414052514,30.930718361894666,-285.04658102296236,9.56502597568215,16.737927369213654,-291.1013572210446,-29.485231729463706,18.102061087817358,-298.2326620739248,-67.83517808856098,16.529176597992656,-306.9772668051908,-75.1041683957938,12.244107578715173,-281.98742752472253,61.489792548298674,21.959415974196528,-277.5097272004269,82.8221426440691,22.390625148859367,-274.09800544377094,69.74008366965482,27.725446405399385,-295.16467452715085,58.96826743503259,35.68724870242236,-310.75753183113954,54.11333364398588,52.050498082102926,-319.50729753700045,54.419177702690334,70.68202465232851,-272.10620121972295,53.43231137613537,8.422405399211451,-257.821466406014,45.16523745281793,-8.247508456957132,-243.08179856841124,41.632899598203316,-22.896356305986167,33.333333333333336,0.010449251000932872,0.0004272497443951496,-0.00021223600461276653,0.007245622100113192,-0.0007029209183094108,0.0001416232602234901,0.006166198878949958,0.00018046759058557162,-6.268904369613532e-05,0.005357052913993188,-0.00022055169656748954,-5.40366391689132e-05,0.004653047735396668,-0.0005028777048209161,0.00022203452023558133,0.007861030885280406,-8.501900731037025e-05,-0.00013133357614975955,0.015195136987774232,0.004181193690754417,0.0003070500601029566,0.009630197312116279,0.00040140507650145537,-2.2898124739471712e-05,0.016109076137503387,-0.0005624399611687754,-0.00029475324716682577,0.010376354443676603,-0.0007939756002864359,0.0005876862981384976,0.01050556253850882,0.005041320121018678,0.0014627002111759623,0.004865653449700763,0.00030206907793962857,1.4109278487519281e-05,0.007439473843251403,0.004424608184466966,-0.00043988225760465186,0.0172050851104811,0.004970688930303648,0.0004856318753435512,0.010647671073570888,-0.0007700552410436357,-5.971411225065916e-05,0.0064053379201117235,0.0005420502789350472,0.00039980965665289075,0.029608790934552355,-0.024921416005301032,0.0013592062178752968,femalemonologue2_t3_0-619
-293.33955720637914,10.8065735432963,31.13013224304278,-300.4658160973639,-28.15919298855115,31.240502726818775,-306.3712618337735,-65.82050527102233,32.400536793892854,-310.7062808667059,-72.09668364107307,30.74098013246671,-285.3715215874574,9.731063803878639,16.84169042058012,-291.56679537660403,-29.206392723076153,18.150955412073657,-299.00993666393265,-68.01821736481794,16.485529458363203,-307.2462825560609,-74.98330468455114,12.337652404485807,-282.4576234206648,61.606701452584744,21.7533239086143,-277.2675021621717,82.68385304563355,22.387275453135665,-273.7250564012892,69.61577501763469,27.791246941291504,-295.07992218376785,58.92339712943806,35.239373303141505,-311.44580248339713,53.504305503553,51.727667593937085,-319.02094913275005,54.045741679147405,70.78716563497143,-272.29370798449435,53.26516222250437,8.426640481738607,-258.34517912106867,44.553809999757775,-7.945823704664455,-243.2128728130176,41.3022732402936,-22.51844681866565,66.66666666666667,0.01095830917895053,0.00011115457906266297,-0.00022956422942339833,0.006341867556995986,-0.00047777356260794127,0.00021059559410502283,0.0063873553522301955,9.18731696349862e-05,-5.949487273933074e-05,0.00501417582253498,-0.0002958254081263994,-4.0242162912074915e-05,0.004068877759707393,-0.0001677709267674508,0.0002702596214699865,0.00766489034788527,-0.00027515543700246906,-0.0001194664936001343,0.02142869276531905,0.004558695085579525,0.00012068832088649796,0.010183887288192908,0.0003607806243062717,-3.3719176141664887e-05,0.01515131965721473,-0.0009699175869615932,-0.0002291092802783896,0.009590383119987597,6.465227945221257e-05,0.0006168055869654686,0.018764401591333694,0.00707077065072279,0.0012743999426552254,0.0053241442629667415,0.00031909254759287126,9.1367590947354e-06,0.013682703931919544,0.0037150167783780567,-0.0006476583946192828,0.024714134682772126,0.005568097496708488,0.00025178036312543234,0.009510506878954918,-0.0008372148149761942,4.186239622672091e-06,0.007430127282562815,0.0011101565699983653,0.00036564701426095296,-0.005902296765300727,-0.021055672241442162,0.005130781715674966,femalemonologue2_t3_0-619
-293.3238116280628,10.952661007154871,31.212297346229512,-300.09047947143637,-27.997031308446573,31.39284084754772,-306.45482176457904,-65.81587317637953,32.46773817996837,-310.2136959512233,-72.01723029192918,30.624701694964063,-285.60794111905074,9.82739483819156,16.933691815866055,-291.9001876922556,-28.996614859710785,18.196962385327392,-299.60282877146904,-68.18791772523977,16.440401327172687,-307.4923463712453,-74.92243867578235,12.394549981045081,-282.8513989918723,61.67395452312815,21.56697066096558,-277.1076469170048,82.59162613614673,22.380326971765243,-273.431263876438,69.51388687938203,27.82565261377818,-295.1734400536393,58.81000536272284,34.84949863156724,-311.9909442634674,52.67716636946791,51.3696692658914,-318.61702209232686,53.29690531658811,70.82453446807018,-272.4571948106222,53.1013691916784,8.428256801806826,-258.8774428384794,43.81501193259591,-7.643406182733015,-243.42143212018343,40.58438597526602,-22.107124689560536,100.0,0.011081336296843337,-0.0001515938469942112,-0.00023076669227136836,0.005875189956600765,-0.00024544542859640224,0.000249887881916402,0.0065322982821967406,2.388617968767363e-05,-5.35643742903149e-05,0.004672800604403639,-0.0003422018087521269,-2.735163891614719e-05,0.003953018118573688,0.000132884684525096,0.0002898192024777483,0.007357011821271674,-0.00041332019121463517,-0.00010425271011214209,0.026966945548495155,0.004701649786125144,-3.638341861825179e-05,0.01064505260794505,0.0003165759207894886,-4.280731869488817e-05,0.014080326105607752,-0.0012347464233194959,-0.00016518782955515706,0.009676083368507102,0.0007542675181725475,0.0005989290898894589,0.027484400129147518,0.008505939981555884,0.001035747915298276,0.005726042679248563,0.00032667882460199205,3.2280507602258907e-06,0.018065230883226896,0.0029925990821844826,-0.0007722222500701922,0.03142601898630218,0.005830176071327671,3.5965809054879405e-05,0.008601358637213927,-0.0008340747941983629,5.371853467462371e-05,0.008723370213189852,0.0015112471350036143,0.0003120021063555636,-0.02511693210535461,-0.015199885842486483,0.007926715772317404,femalemonologue2_t3_0-619
-293.2965392797937,11.014539813792517,31.288874201486554,-299.7459340368394,-27.887369209131187,31.532498279231348,-306.3317723721773,-65.81056722270203,32.55794556124641,-309.5813639829654,-71.9312415769647,30.570500166749447,-285.7639059666609,9.858169654513919,17.0150858026871,-292.1150135450244,-28.849901267978918,18.241156692797226,-300.03116113467576,-68.34492357432919,16.396002789438093,-307.7138849689944,-74.91426934424769,12.420990981945211,-283.1762382788799,61.69717202369096,21.399591364045545,-277.01980013129423,82.53934085311312,22.37019617158764,-273.2093908172394,69.43207018808702,27.83207452343557,-295.40811420074203,58.63578813437383,34.5138130435113,-312.39822088668654,51.65757772151945,50.976351244532836,-318.2720373961292,52.20457336017338,70.78746879386185,-272.60019074427674,52.94026704121338,8.427224217222133,-259.42085785488564,42.96349867042724,-7.334982853507537,-243.71125317222626,39.51679052450275,-21.654110663444083,133.33333333333334,0.010873299460304547,-0.00036441675420779767,-0.00021822082684045744,0.005790868372720517,-1.3315369274448873e-05,0.00026322748032221434,0.006610127226502579,-2.543912646483246e-05,-4.546625324575347e-05,0.0043369629442226495,-0.000363481816818671,-1.543252692531139e-05,0.004238615952673317,0.0003970235228775682,0.00028466050012931335,0.006957242999064,-0.0005052731506327963,-8.637230265532632e-05,0.03183477183275673,0.004640417339741878,-0.00016625366116664693,0.011016830997724918,0.00026933561608924846,-5.019884541863105e-05,0.012930827114295218,-0.0013746879014140433,-0.00010391679695862438,0.010502213219765638,0.0012861552183334784,0.0005418021077700017,0.03647969041619925,0.00940050575460568,0.000758205445541997,0.006075017652836363,0.00032538703808947245,-3.399905097175538e-06,0.020815819559522067,0.0022731815197671195,-0.0008242034608406437,0.03734710686572601,0.0057960568444134315,-0.00016052071496149283,0.007900265753138163,-0.0007723976619084084,9.012042119945415e-05,0.010221690373059152,0.0017619757991297908,0.00024287766767227441,-0.029655790188789402,-0.007734565990790358,0.00982802544215242,femalemonologue2_t3_0-619
-293.2574920533181,10.99904083895293,31.36180808535724,-299.42726821526793,-27.825386389864153,31.66113410480962,-306.033408005892,-65.8050445564409,32.66686953805863,-308.8475164280271,-71.84333498005083,30.566992665185605,-285.8474824792066,9.827538828738716,17.0870266286589,-292.2247523119353,-28.76025507649184,18.28461301970183,-300.3147564916947,-68.48987931658894,16.354544430176414,-307.9093250675589,-74.95149566470742,12.42316608073842,-283.43962532222247,61.68197421803527,21.250421150649363,-276.99360047140794,82.52087613403731,22.357299519442417,-273.05220017171564,69.36797587693984,27.813923770839814,-295.746830689053,58.408441443877955,34.22850489478543,-312.67289606839046,50.47120103949647,50.54756167642831,-317.96251602455527,50.80065055506417,70.66930625458345,-272.7262248316283,52.781190528665235,8.42351258579056,-259.97802446692697,42.01392563234669,-7.015280679332745,-244.08611265146368,38.13703960938605,-21.151125485089544,166.66666666666666,0.010389165775027416,-0.0005307353630104207,-0.00019430406681444643,0.0060341818791482295,0.0002112377623582635,0.0002543417459870465,0.0066299417428007,-5.804849603099861e-05,-3.5769214502312135e-05,0.004010698526615498,-0.000363466350700031,-4.552286683748931e-06,0.0048588184026840415,0.0006225799821108106,0.0002587307512951276,0.006485431574886626,-0.0005567741959428801,-6.650534819923037e-05,0.036057048113557956,0.004405357293780329,-0.0002710109095140418,0.01130236018388472,0.00021960436034369402,-5.593004933238302e-05,0.011737554314889894,-0.001407503452416795,-4.622408445028784e-05,0.011937530704293722,0.0016716004823939146,0.0004531699414666302,0.045564404716737866,0.009808145610959896,0.00045323384982327137,0.006374738138020275,0.00031577631717779383,-1.053016705863517e-05,0.022163234823153695,0.0015725905150068436,-0.000814231663813901,0.04248376716569841,0.0055048720062180045,-0.00033638813701706986,0.007387267631517863,-0.0006639459013045973,0.00011462954749142179,0.011861711423237022,0.0018789963875558919,0.0001622764329466372,-0.021139546118785324,0.0009597781312898485,0.010915727779529821,femalemonologue2_t3_0-619
-293.2064218403821,10.9129949583798,31.43304427438488,-299.12957042841686,-27.80626254990465,31.780407407222498,-305.5910230150469,-65.7997623240472,32.79022071073665,-308.0503847525034,-71.7581279850588,30.602796307635273,-285.86673700560607,9.739652936758946,17.150668541397106,-292.2428833700134,-28.721679413860873,18.328406051259876,-300.4734375806677,-68.6234293565218,16.31823683440463,-308.0770933851891,-75.0268166119218,12.407265950976928,-283.64904416243473,61.63398136992316,21.1186951535722,-277.01868660371395,82.5301109164238,22.34205348216912,-272.95245488788873,69.31925487913065,27.77461145656708,-296.15247558254896,58.13566129072214,33.98976254120136,-312.8202335239153,49.14369780318776,50.083148708144776,-317.66497895800313,49.11704164642142,70.46338449247206,-272.8388261188471,52.623474411589875,8.417091765318139,-260.5515429712429,40.98094823744917,-6.6790266225533665,-244.54978724021322,36.482685951298116,-20.58988989927018,200.0,0.009683902346705195,-0.0006539708938344057,-0.00016139384587711628,0.006550409549676889,0.0004208351133020798,0.00022695803557548505,0.006600841388744087,-7.58876762192913e-05,-2.5041962956656586e-05,0.003698043036205673,-0.00034595632877020607,5.221622064358801e-06,0.0057467726092836225,0.0008074884560456669,0.00021597719284563755,0.005961425242363932,-0.0005735832078308145,-4.533192371339759e-05,0.03965865088635301,0.004026829195591103,-0.0003527436664157907,0.01150477789277667,0.00016792680369096783,-6.0037223455633555e-05,0.010535239339004552,-0.00135095450749931,6.962406008356227e-06,0.013850793852621874,0.0019218884128127643,0.00034077789183887825,0.05455267529501232,0.009782537191706252,0.00013229444457898217,0.006628873089090433,0.0002984057909894376,-1.7945793705319295e-05,0.02233624153647039,0.0009066524917845315,-0.0007529364958732282,0.04684236873087412,0.004995753746993624,-0.0004903453852052364,0.007042403677143275,-0.0005204819955851963,0.00012848356184478506,0.013580057024789774,0.001878962725460915,7.420113691420358e-05,-0.0011888749985223684,0.010502637341397763,0.011270839838799417,femalemonologue2_t3_0-619
-293.1430805327321,10.763233047816822,31.50452804511279,-298.8479290979809,-27.825177388511847,31.891977269409956,-305.0359117489658,-65.79517767197197,32.923709679612124,-307.22820042248935,-71.68023807585988,30.66652821146117,-285.8297358947781,9.598662554467612,17.207165788517358,-292.1828860962836,-28.72817740869731,18.37361047269003,-300.52702713973656,-68.74621809863051,16.289290587139728,-308.21561664013564,-75.1329311606511,12.379481266212956,-283.8119788400516,61.558813743116716,21.003648505609238,-277.08469719458026,82.56092413777712,22.324874526607307,-272.90291791378087,69.28355812784964,27.717548681193517,-296.5879349452068,57.825143674393296,33.79377433857084,-312.8454969685971,47.70072949238218,49.5829604862492,-317.3559471768711,47.18565137940607,70.16304114976474,-272.9415236521034,52.46645344754322,8.407931613610895,-261.14401366447294,39.879221904829585,-6.320947645514126,-245.10605362079255,34.591282271621175,-19.962124650759243,233.3333333333333,0.00881247628103114,-0.0007375445671120774,-0.00012186759771224759,0.0072848304580994845,0.0006080978305573446,0.000184803705752117,0.006531925721985728,-8.090241423817674e-05,-1.3853203505452477e-05,0.0034030321576166605,-0.0003147526694031954,1.382173957483043e-05,0.006835625713149822,0.0009496833385029818,0.00016034706165128938,0.005405071695120299,-0.0005614600669825269,-2.3532106167371407e-05,0.042664456646596086,0.0035351925925248013,-0.00041354043462724793,0.011627221850752973,0.00011484759626921256,-6.255666080787216e-05,0.009358613818251956,-0.0012228024978331487,5.471477245581164e-05,0.016110760695280613,0.0020483041120489386,0.00021237125974627835,0.06325863441527159,0.009377358137932466,-0.00019315145375398807,0.006841091460336975,0.0002738345886468852,-2.54298436183942e-05,0.021563604561820778,0.0002911938739810589,-0.000650947593901889,0.05042928040590792,0.0043078342569925245,-0.0006211013876193785,0.006845713294804641,-0.00035376842794847176,0.00013292011255380232,0.015313350838783726,0.0017785286380238561,-1.7345485689474523e-05,0.028575548068819234,0.02051350245717701,0.010974378674311017,femalemonologue2_t3_0-619
-293.067220022114,10.556585983007688,31.578204674084287,-298.577432645655,-27.87731060494491,31.997502774311947,-304.39936855697243,-65.79174774666629,33.0630470450167,-306.41919490407975,-71.61428273632525,30.74680549402605,-285.74454549564103,9.408718257757716,17.2576726176353,-292.058239867771,-28.773752189612452,18.421300969210954,-300.4953479070432,-68.8588899474178,16.269916273398696,-308.3233215506489,-75.26253828565555,12.34600269999872,-283.9359133956078,61.462091601378,20.90451633955564,-277.1812709103749,82.60719473560184,22.306179119596525,-272.89635219741416,69.258536556287,27.64614654529527,-297.0160948410035,57.484584594378354,33.63672864270561,-312.7539501177719,46.16795758686853,49.04684515730852,-317.0119416615574,45.03838449917906,69.76161386869855,-273.03784647756754,52.30946239408121,8.396001988474861,-261.75803684325666,38.72340205358288,-5.935770710559749,-245.75868847551914,32.50038129173745,-19.25955048433,266.6666666666667,0.007829854683698505,-0.0007848776032757602,-7.810275600362145e-05,0.008182723678209004,0.000765647061124403,0.00013160611318152878,0.006432294300178611,-7.503845729612169e-05,-2.7716410453655307e-06,0.003129701575471947,-0.0002736562909729979,2.1180606103484537e-05,0.008058524854960405,0.0010470990233035992,9.578759458252946e-05,0.004836218626780106,-0.000526164654083945,-1.7859725306951604e-06,0.04509934188974135,0.00296080703193203,-0.0004554897169037681,0.011672829784165846,6.091138821657079e-05,-6.35246544085883e-05,0.008242409384244875,-0.001040808854589871,9.610511293058212e-05,0.018586189262800458,0.0020621326825613455,7.569534604836452e-05,0.07149641434176461,0.008646286090726252,-0.0005116425287387562,0.007015062206050032,0.00024262183927261808,-3.276537537902618e-05,0.020074088761553477,-0.00025795891452269886,-0.0005188945947831467,0.05325087103545456,0.003480245726466942,-0.0007273650723528807,0.006777235889292204,-0.00017556768159269012,0.00012917684791273208,0.016998216526285186,0.0015943479504237131,-0.00010836070012884563,0.06653304798005934,0.030611864296271243,0.01010736134041443,femalemonologue2_t3_0-619
-292.97859220027425,10.29988463969609,31.65601943784269,-298.3131694931339,-27.95784189846301,32.09864300486846,-303.71268778839055,-65.7899296945812,33.20394340728202,-305.66159966336966,-71.56487945032617,30.832245272692628,-285.6192321571136,9.173970622522255,17.303343276366583,-291.8824240615006,-28.852406885217608,18.472552226041326,-300.3982226207294,-68.96208930738644,16.26232447819852,-308.39863483497965,-75.40833696169543,12.313020925886448,-284.0283318696383,61.3494352084691,20.820533788206586,-277.2980464174658,82.66280164740246,22.286383727976325,-272.9255206868106,69.24184109763287,27.563816149448506,-297.39984133391573,57.121680050164215,33.51481380941742,-312.5508566867758,44.571043566435655,48.47465086788967,-316.6094833924601,42.70714575090133,69.25244029151052,-273.1313236414097,52.15183600875976,8.381272747716068,-262.3962128042335,37.52814410280395,-5.518222780034959,-246.51146848671064,30.247535733029153,-18.473888144755698,300.0,0.0067910046604005465,-0.0007993912227577791,-3.2476754435018505e-05,0.009189368283798434,0.0008861039520035999,7.109261452830718e-05,0.006311046680975722,-6.0241552601592355e-05,7.634019526938594e-06,0.00288208697439502,-0.000226468111853613,2.723076190613975e-05,0.009348617175393134,0.0010976699042683636,2.624602850980398e-05,0.004274713730967733,-0.0004734568498209967,1.922640022708778e-05,0.046988183111242976,0.002334032061163392,-0.00048068001600070525,0.011644739419367493,6.662829671185105e-06,-6.297749727727147e-05,0.007221357668596077,-0.0008227350089410363,0.0001302055254711714,0.021145837585711924,0.0019746592268088947,-6.150454839533022e-05,0.07908014733874037,0.007642998691175332,-0.0008117174639384395,0.007154454280519741,0.0002053266719891177,-3.973544756838151e-05,0.018096458998017095,-0.0007249794498458634,-0.0003674071354002657,0.055313509464168825,0.0025521203456691103,-0.0008078453674991286,0.006817010865396209,2.3577602838813477e-06,0.00011849141621583258,0.018571277748360468,0.0013430744878394829,-0.0001948417716683576,0.11106294963201792,0.04041721367632409,0.008750804891459468,femalemonologue2_t3_0-619
