time_ms,env
0.0,0.019832584845599785
10.0,0.018000274500590538
20.0,0.019662925571930213
30.0,0.028800485336058793
40.0,0.05052366611787927
50.0,0.09075947476477388
60.0,0.15657835734477665
70.0,0.2537631724697481
80.0,0.3793541476301855
90.0,0.5143482542176048
100.0,0.6234139204478063
110.0,0.6727508193522451
120.0,0.6563972467530411
130.0,0.585540169026107
140.0,0.47613920282176725
150.0,0.34967149704956474
160.0,0.23224086174189354
170.0,0.14343622269473097
180.0,0.08887262793004555
190.0,0.06247081961264452
200.0,0.05307277527968761
210.0,0.05152758892795679
220.0,0.05292198766856424
230.0,0.05676838982564949
240.0,0.06570585573004972
250.0,0.08403552270599432
260.0,0.11653672454179284
270.0,0.16440875490282403
280.0,0.21883374693561647
290.0,0.2574062230890368
300.0,0.2574830195312168
310.0,0.21901733317429256
320.0,0.16658150142800718
330.0,0.12408360827709304
340.0,0.1001951660282769
350.0,0.09314893339751948
360.0,0.09636137492899041
370.0,0.10514146995962496
380.0,0.1183211710772523
390.0,0.1354123275986718
400.0,0.15672756570413218
410.0,0.18517565492914062
420.0,0.22581658401554242
430.0,0.28123012635419437
440.0,0.3443563734165883
450.0,0.4048211503868498
460.0,0.45361466641399
470.0,0.4809271477499342
480.0,0.4774194659345262
490.0,0.44078049357406046
500.0,0.3819804396243872
510.0,0.3241422351886753
520.0,0.2886244482800683
530.0,0.2912425535055218
540.0,0.33862482066343824
550.0,0.41786148633395237
560.0,0.4928216567048504
570.0,0.5271208481224255
580.0,0.5020097657834574
590.0,0.42192408176354007
600.0,0.31158557344543614
610.0,0.2044812891092535
620.0,0.12472150150953565
630.0,0.07883138970969263
640.0,0.06417818799879622
650.0,0.07617910846885506
660.0,0.11091838323492188
670.0,0.16383666345724057
680.0,0.2250607420521457
690.0,0.2755199921276934
700.0,0.29942232517347
710.0,0.29606461362122066
720.0,0.2775918398844062
730.0,0.2586594557463893
740.0,0.2487271067133761
750.0,0.2499448149953639
760.0,0.2601111993786247
770.0,0.27485775340954355
780.0,0.28890493672372636
