time,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,env
0.0,-0.1845895051956176,0.2995435297489166,-0.5257576704025269,0.0198325848455997
10.0,-0.1837175786495208,0.2961592376232147,-0.5338776558637619,0.0180002745005905
20.0,-0.18284565210342402,0.2927749454975128,-0.541997641324997,0.0196629255719302
30.0,-0.18197372555732721,0.2893906533718109,-0.550117626786232,0.0288004853360587
40.0,-0.1811017990112304,0.286006361246109,-0.558237612247467,0.0505236661178792
50.0,-0.18028156831860537,0.28425125032663345,-0.5627306699752808,0.0907594747647738
60.0,-0.17946133762598032,0.2824961394071579,-0.5672237277030945,0.1565783573447766
70.0,-0.17864110693335525,0.28074102848768234,-0.5717167854309082,0.2537631724697481
80.0,-0.1778208762407302,0.2789859175682068,-0.5762098431587219,0.3793541476301855
90.0,-0.17676305025815958,0.27585454285144806,-0.5750469267368317,0.5143482542176048
100.0,-0.17570522427558893,0.27272316813468933,-0.5738840103149414,0.6234139204478063
110.0,-0.1746473982930183,0.2695917934179306,-0.5727210938930511,0.6727508193522451
120.0,-0.1735895723104477,0.2664604187011719,-0.5715581774711609,0.6563972467530411
130.0,-0.17361737787723538,0.26484670490026474,-0.571549117565155,0.585540169026107
140.0,-0.17364518344402308,0.2632329910993576,-0.5715400576591492,0.4761392028217672
150.0,-0.1736729890108108,0.2616192772984504,-0.5715309977531433,0.3496714970495647
160.0,-0.1737007945775985,0.2600055634975433,-0.5715219378471375,0.2322408617418935
170.0,-0.17391909658908836,0.25815370678901667,-0.57076096534729,0.1434362226947309
180.0,-0.17413739860057825,0.2563018500804901,-0.5699999928474426,0.0888726279300455
190.0,-0.17435570061206812,0.2544499933719635,-0.5692390203475952,0.0624708196126445
200.0,-0.174574002623558,0.2525981366634369,-0.5684780478477478,0.0530727752796876
210.0,-0.17518715560436243,0.2525053918361664,-0.567085325717926,0.0515275889279567
220.0,-0.17580030858516688,0.2524126470088959,-0.5656926035881042,0.0529219876685642
230.0,-0.17641346156597135,0.2523199021816253,-0.5642998814582825,0.0567683898256494
240.0,-0.1770266145467758,0.2522271573543548,-0.5629071593284607,0.0657058557300497
250.0,-0.17703155800700185,0.2519965916872024,-0.5623941272497177,0.0840355227059943
260.0,-0.17703650146722788,0.25176602602005,-0.5618810951709747,0.1165367245417928
270.0,-0.17704144492745394,0.2515354603528976,-0.5613680630922318,0.164408754902824
280.0,-0.17704638838768,0.2513048946857452,-0.5608550310134888,0.2188337469356164
290.0,-0.17700753360986704,0.24822168797254557,-0.5605456382036209,0.2574062230890368
300.0,-0.17696867883205408,0.24513848125934595,-0.560236245393753,0.2574830195312168
310.0,-0.17692982405424115,0.2420552745461463,-0.5599268525838852,0.2190173331742925
320.0,-0.1768909692764282,0.2389720678329467,-0.5596174597740173,0.1665815014280071
330.0,-0.1771581284701824,0.23841008916497225,-0.5594041347503662,0.124083608277093
340.0,-0.17742528766393661,0.23784811049699778,-0.5591908097267151,0.1001951660282769
350.0,-0.1776924468576908,0.23728613182902333,-0.558977484703064,0.0931489333975194
360.0,-0.177959606051445,0.2367241531610489,-0.5587641596794128,0.0963613749289904
370.0,-0.17813274636864662,0.23594193160533905,-0.5583211034536362,0.1051414699596249
380.0,-0.1783058866858482,0.2351597100496292,-0.5578780472278595,0.1183211710772523
390.0,-0.1784790270030498,0.23437748849391934,-0.5574349910020828,0.1354123275986718
400.0,-0.1786521673202514,0.2335952669382095,-0.5569919347763062,0.1567275657041321
410.0,-0.1806046143174171,0.23421471193432805,-0.5591633468866348,0.1851756549291406
420.0,-0.18255706131458277,0.2348341569304466,-0.5613347589969635,0.2258165840155424
430.0,-0.18450950831174842,0.23545360192656514,-0.5635061711072922,0.2812301263541943
440.0,-0.1864619553089141,0.2360730469226837,-0.5656775832176208,0.3443563734165883
450.0,-0.1886849962174892,0.23646314814686772,-0.5658303797245026,0.4048211503868498
460.0,-0.19090803712606425,0.23685324937105173,-0.5659831762313843,0.45361466641399
470.0,-0.1931310780346393,0.23724335059523577,-0.566135972738266,0.4809271477499342
480.0,-0.1953541189432144,0.2376334518194198,-0.5662887692451477,0.4774194659345262
490.0,-0.19603629410266873,0.23614814504981035,-0.5669279098510742,0.4407804935740604
500.0,-0.1967184692621231,0.2346628382802009,-0.5675670504570007,0.3819804396243872
510.0,-0.19740064442157745,0.23317753151059145,-0.5682061910629272,0.3241422351886753
520.0,-0.1980828195810318,0.231692224740982,-0.5688453316688538,0.2886244482800683
530.0,-0.1993008255958557,0.22919723391532892,-0.5687767714262009,0.2912425535055218
540.0,-0.2005188316106796,0.22670224308967585,-0.568708211183548,0.3386248206634382
550.0,-0.20173683762550348,0.22420725226402277,-0.5686396509408951,0.4178614863339523
560.0,-0.2029548436403274,0.2217122614383697,-0.5685710906982422,0.4928216567048504
570.0,-0.203466136008501,0.221353780478239,-0.5691982060670853,0.5271208481224255
580.0,-0.2039774283766746,0.2209952995181083,-0.5698253214359283,0.5020097657834574
590.0,-0.2044887207448482,0.2206368185579776,-0.5704524368047714,0.42192408176354
600.0,-0.2050000131130218,0.2202783375978469,-0.5710795521736145,0.3115855734454361
610.0,-0.2067945152521133,0.2195888385176658,-0.5717640966176987,0.2044812891092535
620.0,-0.20858901739120478,0.21889933943748469,-0.5724486410617828,0.1247215015095356
630.0,-0.2103835195302963,0.2182098403573036,-0.573133185505867,0.0788313897096926
640.0,-0.2121780216693878,0.2175203412771225,-0.5738177299499512,0.0641781879987962
650.0,-0.2118723578751087,0.21774088963866234,-0.5736207664012909,0.076179108468855
660.0,-0.2115666940808296,0.21796143800020215,-0.5734238028526306,0.1109183832349218
670.0,-0.2112610302865505,0.21818198636174196,-0.5732268393039703,0.1638366634572405
