time,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,env,Z_RIGHT_WRISTlowpass10,Z_RIGHT_WRISTlowpass30,Z_RIGHT_WRISTguassianfilt,speed,vertical_velocity,acceleration,jerk
0.0,-0.1845894865978837,0.29954348473769443,-0.5281603411162034,0.0198325848455997,-0.5281903503212826,-0.5281605396860225,-0.5358937234914422,-7.067944728165847e-06,5.244288544615019e-09,-4.964340922716803e-06,-7.862437838151992e-07
10.0,-0.18371668965892743,0.29612736202728257,-0.5344408199979461,0.0180002745005905,-0.5350043322634577,-0.5336287690638649,-0.5387948039541706,0.5629512902106074,-0.00024126178449099898,0.3061116193883868,0.10094868808559265
20.0,-0.1828420975533554,0.2926639002284922,-0.5423313335850168,0.0196629255719302,-0.542303172711293,-0.5420505240199078,-0.5438998428024836,0.8883118328819486,-0.00036005053944559003,0.3302572892485515,0.03563664194778443
30.0,-0.18196970467278367,0.2892981887487803,-0.5510824286796137,0.0288004853360587,-0.5496687077717561,-0.5514159667742953,-0.5501158078899415,0.9348536040101771,-0.0003536751158136701,0.1218683788456565,-0.11515487458803662
40.0,-0.18111206506181043,0.28639208607757893,-0.5586121204924187,0.0505236661178792,-0.5563034314973362,-0.5590922710186289,-0.5563936550676958,0.8081647688739846,-0.0002896034627605528,-0.08664610524221716,-0.17455888835558117
50.0,-0.18028129776525978,0.2841836169004849,-0.5641074128440551,0.0907594747647738,-0.5617841679098281,-0.5638486098086413,-0.5620476572335436,0.6372733817871172,-0.00022058958399719732,-0.1681071340903212,-0.1077428293156824
60.0,-0.17947447227569702,0.28247985345736587,-0.5685787772481784,0.1565783573447766,-0.566332152836784,-0.5678522624416262,-0.5667689666844881,0.5082888380810566,-0.0001767105359640235,-0.14597140965274724,-0.006490399735146309
70.0,-0.1786591278941362,0.28079883509735354,-0.5728682789791366,0.2537631724697481,-0.5701297747582329,-0.5724420576379086,-0.5704152661386752,0.43186810121516245,-0.0001756631492083738,-0.09097991584278203,0.05064581669235095
80.0,-0.1777718586686674,0.2786757327944416,-0.5761046427410755,0.3793541476301855,-0.5728634951217678,-0.5765328167518422,-0.5728579729294943,0.38179427345671973,-0.00021573891252855355,-0.04493875054995583,0.0551174163849667
90.0,-0.17676003869937312,0.27591495726926313,-0.5769124667561178,0.5143482542176048,-0.5740687942718568,-0.5769629900002491,-0.5740573107345841,0.35777169989965574,-0.00027271524155924036,-0.015307876266138278,0.03363757099263212
100.0,-0.17564842858291513,0.2727146470063489,-0.5754340192128249,0.6234139204478063,-0.5740233354023956,-0.5753170855537562,-0.5742227979993025,0.3620292919772157,-0.00031233636807669654,-0.004456839650436643,0.007135028846329573
110.0,-0.17459448234600522,0.26952864340034255,-0.5733093194764295,0.6727508193522451,-0.5733945047430491,-0.5731785359554613,-0.5738035481965909,0.35561315639008795,-0.0003107914604813282,-0.018039783834428655,-0.014631343052913172
120.0,-0.17385315548503621,0.26681555696610026,-0.572218247184281,0.6563972467530411,-0.572832254537311,-0.5716749655242097,-0.573260808613689,0.3034952029933784,-0.0002692134003718345,-0.04680948227315511,-0.023096966324696013
130.0,-0.17355547968914525,0.264760449294857,-0.5724800226723432,0.585540169026107,-0.5726734895622746,-0.5727358562598018,-0.5728248425934164,0.22696334795448586,-0.0002118674256353878,-0.06416407448387072,-0.012573913141706378
140.0,-0.1735594882226765,0.2631473936930692,-0.5729455367445082,0.4761392028217672,-0.5725091043541854,-0.573369218844976,-0.5724534794179972,0.17191274948608004,-0.00016832769594087038,-0.05170893856532037,0.010548631060116585
150.0,-0.1736496726664768,0.2616212858206392,-0.5726608719068246,0.3496714970495647,-0.5720170831577298,-0.5725947637900599,-0.5719871209385501,0.15884697100125403,-0.00015387369083889378,-0.017025409823681434,0.02944346458120988
160.0,-0.17375908374113544,0.2599738938702729,-0.5718516667875186,0.2322408617418935,-0.571276520913516,-0.5713860080212416,-0.5713130972128071,0.17898294235564466,-0.00016426770599584512,0.016797987371222938,0.030365603569372547
170.0,-0.1739100634964211,0.2581495281078343,-0.5708978703116652,0.1434362226947309,-0.570439236227807,-0.5709852763804425,-0.5704113329767,0.21233669824117268,-0.00018372838731365288,0.0306075519259903,0.013158728144045308
180.0,-0.1740983248099339,0.256200074033896,-0.5695754283422999,0.0888726279300455,-0.569375769394604,-0.5700170922854462,-0.5693320201446295,0.23579213796128257,-0.00019300052161014026,0.01869856958028683,-0.009990233476625381
190.0,-0.17432759420679905,0.2543581643277928,-0.5679319709743087,0.0624708196126445,-0.5680893963322148,-0.5676154234551365,-0.568174364422257,0.22720657924413246,-0.00017544693567353545,-0.00962679398092547,-0.02387175745274827
200.0,-0.1746663455235091,0.253023807170213,-0.5666344095269413,0.0530727752796876,-0.5669604090126925,-0.5664051447136531,-0.5670480244115332,0.18447350167303972,-0.00012771371908548137,-0.03430938383140953,-0.020832028929655227
210.0,-0.17517623130685478,0.2524156923275011,-0.5658609637859906,0.0515275889279567,-0.5660492440563282,-0.5659904768920049,-0.5660151084113951,0.13699571859027337,-6.741176946263163e-05,-0.03918239276577808,-0.006467558781009887
220.0,-0.1758148571505817,0.25230228927835696,-0.5650417505875927,0.0529219876685642,-0.5651738500452452,-0.5654318089075876,-0.5650810759221082,0.11356419431282931,-2.1749191398957526e-05,-0.027725403658827363,0.0052076833730816405
230.0,-0.17643952458225748,0.25228571000457767,-0.5639561219382414,0.0567683898256494,-0.5642356129829407,-0.5638153511693843,-0.5642455572238876,0.10558571440997004,-3.5772605097257804e-06,-0.018631130763568274,0.005327683205876844
240.0,-0.17688114297573435,0.2521840536174695,-0.5631086107245279,0.0657058557300497,-0.5634658773126444,-0.5627357738569168,-0.5635280993222341,0.08613714562407097,-2.5625094720900155e-06,-0.022330456268929114,-0.0005115588653808833
250.0,-0.1770663263160542,0.25205292314735306,-0.5627137250168004,0.0840355227059943,-0.5629616102242204,-0.5630780918659156,-0.5629344970846788,0.052856585911176084,-3.0111490027757216e-06,-0.027397546807710085,0.0015858932625824936
260.0,-0.17708071922590815,0.25196939265124524,-0.5623897024363023,0.1165367245417928,-0.5624535182935166,-0.5625021955800951,-0.562427334332799,0.031778204814410196,-8.202275205740907e-06,-0.013255713369454802,0.017715115210490493
270.0,-0.17705394701717692,0.2517011073230614,-0.562039792890126,0.164408754902824,-0.5619326553573134,-0.5617430650997086,-0.5619384684313112,0.052808549482430106,-4.214373480798459e-05,0.0267140149410619,0.037148473785507265
280.0,-0.17703322593866744,0.2506287252582633,-0.5617808055711728,0.2188337469356164,-0.5614644205812667,-0.561645795041523,-0.5613945323912046,0.12862764719033823,-0.00012144488125595464,0.07436792242115672,0.04012366194327202
290.0,-0.1770020873429026,0.2483355218608709,-0.5612349456016359,0.2574062230890368,-0.560908256644282,-0.5615897206699698,-0.560749622570106,0.23670399412995383,-0.00022536203183474917,0.09653524195315799,0.01589834622193334
300.0,-0.17695085074594605,0.2451608294797029,-0.5600239350671488,0.2574830195312168,-0.5601074488512132,-0.5601501462990344,-0.5600378331806712,0.319408900046647,-0.0003012918926641141,0.07028170957112141,-0.024916900626624033
310.0,-0.1769143186711512,0.24196217703575085,-0.5586468709269717,0.2190173331742925,-0.5593042473369478,-0.5583917869292534,-0.5593920094187304,0.32418780635422056,-0.0003052501844113162,0.005615115815436512,-0.055965863127723225
320.0,-0.17696381979556514,0.23956094259194252,-0.5579790180563182,0.1665815014280071,-0.5588601182696509,-0.5579206225632284,-0.5589691692880625,0.25241731586370075,-0.00023771289367208369,-0.0581474305076845,-0.05592338429357703
330.0,-0.17714144554408098,0.23826235015783523,-0.5582100439997687,0.124083608277093,-0.5588129123960711,-0.5582864958357088,-0.5588345007394817,0.157832336294441,-0.00014202149643177095,-0.08412336408742267,-0.026378569234870766
340.0,-0.1774120302660582,0.2376926385996764,-0.5588392276977396,0.1001951660282769,-0.558989342373803,-0.5590992592517807,-0.5589165396827426,0.09283745221461148,-6.934198471127416e-05,-0.06682602281316571,0.01030171596506986
350.0,-0.17770320272874615,0.2372718962351408,-0.5594283362263641,0.0931489333975194,-0.5591558920592162,-0.5591580865857949,-0.5590620050551955,0.06980340043158442,-4.31720755335089e-05,-0.02976048925189758,0.030803934250467964
360.0,-0.17795292465756227,0.2367025905337106,-0.559786700806087,0.0963613749289904,-0.5593011507993448,-0.5595803721036882,-0.5591312078458952,0.07472287021098262,-5.324643877531568e-05,3.227719958806118e-05,0.02897999793875616
370.0,-0.17811342963143814,0.23594782772347264,-0.5595023983942176,0.1051414699596249,-0.5593120221158663,-0.5600485412401444,-0.5590892733625471,0.09062288008326914,-7.46295161264548e-05,0.012325759462480667,0.016729345555211883
380.0,-0.17819285291216036,0.23508124305331957,-0.5584517888926198,0.1183211710772523,-0.5590832342125907,-0.5585773304280388,-0.5590637804189256,0.1035139536921419,-8.521921907909097e-05,0.016147631487518205,0.00966598912003006
390.0,-0.17838754721016695,0.2343028636889857,-0.5576896542510362,0.1354123275986718,-0.5590807873083707,-0.557330680827369,-0.5593001343468912,0.11878259383659517,-7.149964241818031e-05,0.02694057829374587,0.011834611099694898
400.0,-0.17908702286674344,0.23393253526256527,-0.5584719455294805,0.1567275657041321,-0.5597833334041201,-0.5582605851833782,-0.55998888966738,0.16315178443175318,-3.262423399784713e-05,0.046457375671125234,0.013349371075842775
410.0,-0.18050748607441258,0.23414437115647319,-0.5606651904520926,0.1851756549291406,-0.5611038311174752,-0.5610027276372079,-0.5610957944470295,0.23411351706781575,1.6271808169205684e-05,0.05611338852030473,0.0034394521915883654
420.0,-0.18241846311341475,0.23475431072873265,-0.5630598973646053,0.2258165840155424,-0.5625022953289542,-0.5632023804791799,-0.5623603249078188,0.2822279221063463,5.2936851966744036e-05,0.03900422220854134,-0.014846211990835835
430.0,-0.18446074397526757,0.23543496553165455,-0.5647678401948779,0.2812301263541943,-0.5636278323908637,-0.5643682957318608,-0.5634600310440108,0.2776831217484523,6.616180238469222e-05,0.004971991118893002,-0.026189385005423747
440.0,-0.18652946113846353,0.23601406587331505,-0.5654352234470136,0.3443563734165883,-0.5643983652889433,-0.5656311961348649,-0.5642002144493852,0.24819983911718424,6.312305285021289e-05,-0.018586257589733715,-0.020110044416256797
450.0,-0.18870265392806015,0.23651138873910119,-0.5649563766218682,0.4048211503868498,-0.5646794453032362,-0.5652322616355058,-0.564617113106617,0.23128076126539915,5.675997869257719e-05,-0.017794362260459867,-0.002856762942968438
460.0,-0.19099465626658876,0.2369950573783732,-0.5640289311559052,0.45361466641399,-0.5647524466497533,-0.5638836122042535,-0.5649500781979901,0.23252462837766136,4.7947472392645414e-05,-0.00292553668350935,0.009693777201021965
470.0,-0.1932100752539216,0.2373388198519791,-0.5640353163521661,0.4809271477499342,-0.5651625045050583,-0.5638476126749388,-0.5654739918757248,0.24203443016584286,2.39140656552559e-05,0.007594039391185862,0.008161321815526543
480.0,-0.1949850141816909,0.23716588700687674,-0.5656934448652956,0.4774194659345262,-0.5661101944788547,-0.565304138574761,-0.5662790945842285,0.25044533149405573,-2.3348055888640257e-05,0.0036967648211892992,-0.0027640207551782826
490.0,-0.1961122645166195,0.23625869166290814,-0.5680915013278898,0.4407804935740604,-0.5673511757316992,-0.5683267812213254,-0.5671880222475179,0.2421387659237859,-8.163050137285739e-05,-0.010676581531625935,-0.010114660528982404
500.0,-0.19678602301726145,0.2348578831911108,-0.5693844860748288,0.3819804396243872,-0.5682002230721181,-0.5701169302166496,-0.5679124137993781,0.21432944803136295,-0.00012981532563326664,-0.019954161124424812,-0.0047541974847435334
510.0,-0.19739041234293137,0.2332705221392351,-0.5689721087716386,0.3241422351886753,-0.5683259663756413,-0.5686476400092397,-0.5683057437952719,0.19562231642967576,-0.00016266360966934733,-0.009996130966869486,0.009745554591505104
520.0,-0.19819494992936137,0.23144883148591638,-0.5681924187263384,0.2886244482800683,-0.5682726629199965,-0.5676659507759596,-0.5684485729695882,0.2119805569668019,-0.00019311463234360143,0.014866542632756202,0.019045716390318962
530.0,-0.19927266801198834,0.22920929285673242,-0.5682352434853256,0.2912425535055218,-0.5684230804342552,-0.5681687848347936,-0.5685069027091666,0.25256122948449333,-0.0002281475824718458,0.0317640518452341,0.011047743058719325
540.0,-0.20052998983259065,0.22662530854929963,-0.5687091594402235,0.3386248206634382,-0.5686726239324562,-0.5690473021758148,-0.5685757138084606,0.28137058296484674,-0.0002520266123674739,0.020550640294541154,-0.01114467873499293
550.0,-0.201775170840061,0.22410869611223555,-0.568711732880159,0.4178614863339523,-0.5687914503499106,-0.5690971173399209,-0.5686854139529006,0.2669114533760949,-0.00023926628473843538,-0.015460284602849293,-0.02988808791828363
560.0,-0.20279872675159794,0.2222220683963108,-0.568359547666726,0.4928216567048504,-0.5688350038212178,-0.5679079984208409,-0.5688948406966597,0.20830118520756305,-0.00018276743110346257,-0.05014785232203908,-0.028157100840727055
570.0,-0.20348988107728075,0.2212389749339656,-0.5684897410250377,0.5271208481224255,-0.5692195386767703,-0.5684539326096238,-0.5693035986753482,0.14209321117457507,-0.00010640225865282209,-0.05625976431988047,-0.005154705128090235
580.0,-0.20393764597818617,0.22087375680408242,-0.5693286616456239,0.5020097657834574,-0.5699316245106859,-0.5696085216671141,-0.5699724299767954,0.11198170247615144,-4.7429951108671363e-05,-0.028743552087925252,0.022488753437212183
590.0,-0.2044185489687803,0.22062945962809735,-0.5705517084345851,0.42192408176354,-0.5708097160715835,-0.5705216300392102,-0.5708624644000059,0.13005236312210083,-2.678891266361064e-05,0.011871228360137345,0.034785607642469595
600.0,-0.2052900557732407,0.2202221050148877,-0.5719950355179819,0.3115855734454361,-0.5717955531306347,-0.5719420279283651,-0.571838537594667,0.1742181031967801,-3.795012451891158e-05,0.03796075663772762,0.02427059409353386
610.0,-0.2067529759521181,0.21960550469805365,-0.5735097006015543,0.2044812891092535,-0.572721945837449,-0.573188157037219,-0.5727050590508208,0.2123690773515876,-5.968289755499261e-05,0.03559662473627447,-5.538840045152954e-05
620.0,-0.2086435986880904,0.21886151505744633,-0.5745412143546653,0.1247215015095356,-0.5734069830508125,-0.5748154300793304,-0.5732679269721019,0.22186374950532106,-7.248204093452758e-05,0.010358848947239804,-0.02178731714006864
630.0,-0.21047704762594016,0.21816383186219526,-0.5744700696248689,0.0788313897096926,-0.5735239561392691,-0.5747036455300694,-0.573425819121845,0.1981689638050713,-6.58290523682255e-05,-0.020978796730120226,-0.02917642140794738
640.0,-0.21167781150888926,0.21773730493824295,-0.5735599588514293,0.0641781879987962,-0.5731709964637781,-0.5730299733729713,-0.573234488638253,0.15326538552559774,-4.04064264279099e-05,-0.042271818564130786,-0.02084313730342058
650.0,-0.21198960145105866,0.21769279775167116,-0.5726306794825526,0.076179108468855,-0.5728083204245864,-0.5727254210862057,-0.5728740630203907,0.10613026138416069,-7.753300818601064e-06,-0.04554436986125314,-0.0038505554495671564
660.0,-0.21170401226143076,0.21790859026562204,-0.5719799193545524,0.1109183832349218,-0.5724967461457287,-0.5722062193822695,-0.5725490654307676,0.07246312607932319,1.689675828511267e-05,-0.03256775119833395,0.011634133905175101
670.0,-0.21128762140020438,0.2181751671163297,-0.5716582918738452,0.1638366634572405,-0.5723231220845575,-0.5716729837007152,-0.5724057656993501,0.05959970845748094,2.5712606297271937e-05,-0.012726327655917632,0.01746491700040472
680.0,-0.21095625147221755,0.2183787425105615,-0.5719507351972103,0.2250607420521457,-0.5724259665723497,-0.571686781979478,-0.5724896328570194,0.06473024791409031,2.2267639475213724e-05,0.0011950273518573163,0.011564536982671464
690.0,-0.21069969935435223,0.21851194633927193,-0.5728159046106625,0.2755199921276934,-0.5728208937724164,-0.5727218410156291,-0.5727383029296791,0.07140421661990799,1.5201389083764177e-05,0.0005941284228138789,-4.254184985838863e-05
700.0,-0.21046371054376264,0.2186098781194319,-0.5734827570371832,0.29942232517347,-0.5732450102621268,-0.5740723079237755,-0.5730380390066935,0.06108111883517076,1.0128224947599395e-05,-0.010253746990310729,-0.006267416755138971
710.0,-0.2102373509986427,0.2186943170111757,-0.5734112389548013,0.2960646136212206,-0.5734040208197808,-0.5731709294969558,-0.5733329956610147,0.03816395273736763,7.532658282951963e-06,-0.01487795682920471,-4.6421308243522986e-05
720.0,-0.21005280329180318,0.21875535765376292,-0.5730931089894126,0.2775918398844062,-0.5736282436941771,-0.5730741449035381,-0.5736873354722436,0.029616313096338782,5.808347518964405e-06,-0.0003071745232401347,0.013309814360457185
730.0,-0.20992951900642984,0.21878480758967045,-0.5733009963370393,0.2586594557463893,-0.574085042899591,-0.5734983476733024,-0.5742209466918393,0.057158240516339796,4.008178992796848e-06,0.025883909953103447,0.01898880559927993
740.0,-0.2098475274777994,0.21879487487238697,-0.5744551310605884,0.2487271067133761,-0.5748260804847013,-0.5737926613918072,-0.5749750138935371,0.1090392467974631,1.3273675271432462e-06,0.03884472413860771,0.0074661102197889516
750.0,-0.20980498491172772,0.21877147819545953,-0.5761956162409809,0.2499448149953639,-0.575910004203644,-0.5766894001441465,-0.5758394857318329,0.1404107023573397,-4.09978330153988e-06,0.022166655241002114,-0.01340076832042138
760.0,-0.2098528935454555,0.21864766386241236,-0.577449053206707,0.2601111993786247,-0.5767191477744626,-0.577913720219184,-0.5766110255989585,0.12187112915842675,-1.3503269063585161e-05,-0.011042210169116874,-0.024319105106568897
770.0,-0.2100145588347349,0.21838161281342955,-0.5779606110683458,0.2748577534095435,-0.577082377322649,-0.5770190626050453,-0.5771154816110242,0.07820703085917245,-2.5016392012792103e-05,-0.029575110745439625,-0.014403170102845891
780.0,-0.2102428652933402,0.21801720531028373,-0.5781574701047728,0.2889049367237263,-0.5773543551610604,-0.5782982613788514,-0.5772790066818339,0.0573764270793204,-3.51538172310204e-05,-0.017499241946464045,0.007047144722694467
790.0,-0.21056105017922389,0.21760549300224818,-0.5777261516222658,0.296569357636177,-0.5772514166847678,-0.5783081586413078,-0.5771394330293921,0.07691153347005664,-4.242930832073605e-05,0.010560003197086026,0.020670061200796827
800.0,-0.2111533793981501,0.21713285815028885,-0.5765849384099753,0.291902452029874,-0.5767634722254334,-0.5762738464252822,-0.576845630676889,0.11418809193390585,-4.749859280590424e-05,0.02894141738675446,0.01704048846210509
810.0,-0.21215677003919406,0.2165877087253348,-0.5757111048316446,0.2709083542672217,-0.5764388637700852,-0.575456764886993,-0.5766113491790068,0.140873499268208,-5.139768788987568e-05,0.028214067024919527,0.0037797005657646543
820.0,-0.21345441310698748,0.21600323652267053,-0.5757682699661246,0.2351715550813101,-0.5765042844414237,-0.5759613699054299,-0.576600705240542,0.15367143223169774,-5.7472033648324654e-05,0.018628657017267646,-0.005714329776865467
830.0,-0.2147914531136482,0.21532570145455535,-0.5764786726176908,0.1930094443191749,-0.5768156362948134,-0.5766525646828751,-0.5768337410524875,0.16476203683343013,-7.322762989880827e-05,0.012718711597235467,-0.00624612487126287
840.0,-0.21598067499813997,0.21433855138038635,-0.577411660509763,0.1532046039740338,-0.5772171834070124,-0.5771068360779942,-0.5771952261042667,0.1788504076196644,-0.00010371519461019882,0.012512811892814737,-0.0026782150575885254
850.0,-0.21697972957993833,0.21289229916583519,-0.5781818708011905,0.1200024674271909,-0.5776366523185734,-0.5781743914059644,-0.5775235828841976,0.19249858622028015,-0.000141958977722284,0.012475707224084323,-0.0016707487821203404
860.0,-0.2178631910233736,0.21111958360887895,-0.578216047949204,0.0952720628595805,-0.5778267420344763,-0.5788021907346261,-0.5777183929386243,0.20156575346127156,-0.0001714015070763641,0.007899174060994673,-0.004621243458546123
870.0,-0.21870181223653778,0.20929298719316675,-0.577582402422705,0.0809905551992706,-0.577667272447919,-0.577438443230508,-0.5777965658159321,0.2017505452007601,-0.0001801002131251837,-0.0010238461404094737,-0.007651315151366405
880.0,-0.21948346752991538,0.20759972958004946,-0.5774202532274114,0.0789233470096402,-0.5775864899895916,-0.5766013847420015,-0.5778310750631779,0.1915688742470691,-0.00017013258947283513,-0.009300369443783348,-0.0062736283723838545
890.0,-0.22018601608306687,0.20608462616277828,-0.5781875579932095,0.0871388230719329,-0.5778191567315902,-0.5784856541604414,-0.5778173133818396,0.1774393215578607,-0.0001536461612386037,-0.010329401732987839,-0.00011026314650703327
900.0,-0.22083861988597223,0.204680151721794,-0.5787219884018135,0.0991440551940703,-0.5778081296803452,-0.5790961744367402,-0.5776375092616103,0.17226137181852594,-0.00014287180897553536,-0.0023377048387909273,0.005995449689264705
910.0,-0.22142800132580695,0.20326681812785927,-0.5780295782901576,0.1065893608296013,-0.577288947391438,-0.57791268017784,-0.5771899126985723,0.18349124159394528,-0.00014309155150246767,0.007361477323227664,0.006260531275261912
920.0,-0.22182520182256749,0.20174216835224704,-0.576491267750125,0.1062878716445875,-0.5764777545079328,-0.5766847544630194,-0.5765211353612136,0.1990435578338535,-0.00015129525216432674,0.008501573405694653,0.0006315828205628762
930.0,-0.22192518961172303,0.20008878717880424,-0.5752226904533408,0.1036276576998718,-0.5756229754484641,-0.5744852191790344,-0.5757988727185931,0.1995208445681797,-0.00016080340813174812,0.0008214439931797937,-0.0037541450461821904
940.0,-0.2218054155767716,0.1983696980765478,-0.5747714252147728,0.1072078602902821,-0.5751542605392195,-0.5749972696069876,-0.575173742251226,0.18858954342029638,-0.00016987728123715916,-0.003176537438664994,-7.957606474165435e-06
950.0,-0.22168840427815462,0.19656365143349472,-0.5744842367318405,0.1242963134071284,-0.5747738791103174,-0.5752542885664886,-0.574702361959829,0.19070603662414481,-0.00018594861644383317,0.007287101110898294,0.009532463218342266
960.0,-0.2218082576111844,0.19446395212799614,-0.5739946571235675,0.1604911302122946,-0.5742852152654566,-0.5733842624142773,-0.5743795960664855,0.21957810081550194,-0.0002172431040345847,0.026504782536684764,0.01409102873075735
970.0,-0.22226154243512197,0.1918941026864109,-0.5738912579894114,0.2181324494799358,-0.5740944849933562,-0.5738010302655713,-0.574172620942194,0.2628120763724313,-0.00025814928313172065,0.03603096024700711,0.005690194163324304
980.0,-0.22293829144766075,0.18896845628112452,-0.5742298939371553,0.2915718236004409,-0.5740294488032646,-0.5744484976822586,-0.5740001225268181,0.291760173805522,-0.00028602930191296884,0.02310921252535894,-0.011321117536648023
990.0,-0.22364981618627136,0.1860957511515642,-0.5743890805214202,0.3659546644369371,-0.5738077118206084,-0.5743576076546072,-0.573731092504822,0.2839576939884499,-0.00027688197894627385,-0.005821121181517799,-0.023503519245883654
