time,X_RIGHT_WRIST,Y_RIGHT_WRIST,Z_RIGHT_WRIST,env
0.0,-0.1845895051956176,0.2995435297489166,-0.5257576704025269,0.0198325848455997
10.0,,,,0.0180002745005905
20.0,,,,0.0196629255719302
30.0,,,,0.0288004853360587
40.0,-0.1811017990112304,0.286006361246109,-0.558237612247467,0.0505236661178792
50.0,,,,0.0907594747647738
60.0,,,,0.1565783573447766
70.0,,,,0.2537631724697481
80.0,-0.1778208762407302,0.2789859175682068,-0.5762098431587219,0.3793541476301855
90.0,,,,0.5143482542176048
100.0,,,,0.6234139204478063
110.0,,,,0.6727508193522451
120.0,-0.1735895723104477,0.2664604187011719,-0.5715581774711609,0.6563972467530411
130.0,,,,0.585540169026107
140.0,,,,0.4761392028217672
150.0,,,,0.3496714970495647
160.0,-0.1737007945775985,0.2600055634975433,-0.5715219378471375,0.2322408617418935
170.0,,,,0.1434362226947309
180.0,,,,0.0888726279300455
190.0,,,,0.0624708196126445
200.0,-0.174574002623558,0.2525981366634369,-0.5684780478477478,0.0530727752796876
210.0,,,,0.0515275889279567
220.0,,,,0.0529219876685642
230.0,,,,0.0567683898256494
240.0,-0.1770266145467758,0.2522271573543548,-0.5629071593284607,0.0657058557300497
250.0,,,,0.0840355227059943
260.0,,,,0.1165367245417928
270.0,,,,0.164408754902824
280.0,-0.17704638838768,0.2513048946857452,-0.5608550310134888,0.2188337469356164
290.0,,,,0.2574062230890368
300.0,,,,0.2574830195312168
310.0,,,,0.2190173331742925
320.0,-0.1768909692764282,0.2389720678329467,-0.5596174597740173,0.1665815014280071
330.0,,,,0.124083608277093
340.0,,,,0.1001951660282769
350.0,,,,0.0931489333975194
360.0,-0.177959606051445,0.2367241531610489,-0.5587641596794128,0.0963613749289904
370.0,,,,0.1051414699596249
380.0,,,,0.1183211710772523
390.0,,,,0.1354123275986718
400.0,-0.1786521673202514,0.2335952669382095,-0.5569919347763062,0.1567275657041321
410.0,,,,0.1851756549291406
420.0,,,,0.2258165840155424
430.0,,,,0.2812301263541943
440.0,-0.1864619553089141,0.2360730469226837,-0.5656775832176208,0.3443563734165883
450.0,,,,0.4048211503868498
460.0,,,,0.45361466641399
470.0,,,,0.4809271477499342
480.0,-0.1953541189432144,0.2376334518194198,-0.5662887692451477,0.4774194659345262
490.0,,,,0.4407804935740604
500.0,,,,0.3819804396243872
510.0,,,,0.3241422351886753
520.0,-0.1980828195810318,0.231692224740982,-0.5688453316688538,0.2886244482800683
530.0,,,,0.2912425535055218
540.0,,,,0.3386248206634382
550.0,,,,0.4178614863339523
560.0,-0.2029548436403274,0.2217122614383697,-0.5685710906982422,0.4928216567048504
570.0,,,,0.5271208481224255
580.0,,,,0.5020097657834574
590.0,,,,0.42192408176354
600.0,-0.2050000131130218,0.2202783375978469,-0.5710795521736145,0.3115855734454361
610.0,,,,0.2044812891092535
620.0,,,,0.1247215015095356
630.0,,,,0.0788313897096926
640.0,-0.2121780216693878,0.2175203412771225,-0.5738177299499512,0.0641781879987962
650.0,,,,0.076179108468855
660.0,,,,0.1109183832349218
