gesture_id,video_id,active_hand,space_use,mcneillian_max,mcneillian_mode,volume,max_height,duration,hold_count,hold_time,hold_avg_duration,hand_submovements,hand_submovement_peak_max,hand_submovement_peak_mean,hand_mean_submovement_amplitude,elbow_submovements,elbow_mean_submovement_amplitude,hand_peak_speed,hand_mean_speed,hand_peak_acceleration,hand_peak_deceleration,hand_peak_jerk,elbow_peak_speed,elbow_mean_speed,elbow_peak_acceleration,elbow_peak_deceleration,elbow_peak_jerk
femalemonologue2_t3-cam22.mp4_segment_2_Gesture_1.93_2.20,femalemonologue2,R,1,2,2,6.622034147460257e-06,2.405339767316835,0.24,0,0.0,0.0,1,0.09004687398238513,0.09004687398238513,0.09004687398238513,1,0.026890077287840985,0.0900468739823851,0.06887874854670022,0.5171996896358462,0.35072610600914456,10.36080246879604,0.026890077287840975,0.017689605476427627,0.219527591503278,0.07858296340287131,3.718410407213488
femalemonologue2_t3-cam22.mp4_segment_3_Gesture_4.20_4.50,femalemonologue2,L,1,2,2,0.00032218229497700486,2.3418278244650956,0.28,0,0.0,0.0,1,0.3718209795390687,0.3718209795390687,0.3718209795390687,1,0.14710723380204377,0.37406245403241484,0.2431084070981033,2.9117268655162767,0.9320518850902292,47.81319350741217,0.14674380507638643,0.09034407227256955,1.8133829548679654,0.2244280628627671,28.003098025949708
femalemonologue2_t3-cam22.mp4_segment_4_Gesture_5.17_5.47,femalemonologue2,R,1,2,2,2.5493398278015573e-05,2.5321489035714455,0.28,0,0.0,0.0,1,0.11477041043477292,0.11477041043477292,0.11477041043477292,1,0.0699976395401273,0.11559787371599985,0.07650011094315691,0.8024718632007183,0.23839927827222857,13.747948109925408,0.0690790997775208,0.05138678492156955,0.3767632531696256,0.11038621350594571,7.136152613652327
femalemonologue2_t3-cam22.mp4_segment_5_Gesture_6.67_8.13,femalemonologue2,R,2,4,2,0.0009669374180012114,2.710764827548833,1.44,0,0.0,0.0,3,0.40402483825329927,0.24334240362049608,0.24334240362049608,4,0.1139406584282,0.4174076751449454,0.13416127282538534,2.9789162729083816,0.2076977381992665,50.9593868369146,0.2954782105625032,0.0842298063450005,1.4341564075516569,0.03576255671162719,28.004109088419185
femalemonologue2_t3-cam22.mp4_segment_6_Gesture_11.63_12.47,femalemonologue2,L,2,4,2,0.0005154916775608496,2.268260919545641,0.8,0,0.0,0.0,2,0.35864499870356586,0.23474626510671995,0.23474626510671995,2,0.1642049234512736,0.4058591091075972,0.18226011008063,3.3104364264342383,0.42199387624084056,44.84328120652228,0.2826158931059429,0.11408810497197694,1.617205709629189,0.1716114028289851,29.553291751059927
femalemonologue2_t3-cam22.mp4_segment_7_Gesture_17.27_17.67,femalemonologue2,L,1,4,4,0.0003630267232927565,2.199585583967069,0.4,0,0.0,0.0,1,0.6139164960944234,0.6139164960944234,0.6139164960944234,1,0.38862094322472973,0.6121533865750702,0.419650593986967,3.388296965827689,0.31850402648626186,52.20907672501301,0.38733895894338505,0.258629502908327,2.1047755190094755,0.6481561475595679,34.272784165098926
femalemonologue2_t3-cam22.mp4_segment_8_Gesture_19.63_20.63,femalemonologue2,L,2,4,4,0.013718745631892786,2.3674663345395293,1.0,0,0.0,0.0,3,0.7296880433137762,0.45730117487020877,0.45730117487020877,2,0.16311185490920704,0.7493100111667714,0.30435999866381236,8.501302304030949,0.3900421422924926,115.4435642679743,0.1958304642840606,0.13548715246447018,2.489628115710787,0.45743839845815804,30.862623605185686
femalemonologue2_t4-cam22.mp4_segment_10_Gesture_18.63_21.13,femalemonologue2,R,3,4,2,0.050277324179051626,5.0,2.48,4,0.84,5.25,4,1.1497085061107721,0.6349342650227554,0.6349342650227554,3,0.41920496050684924,1.2215158894606277,0.39833308232832143,10.913429646868401,0.06922828620778256,109.15513246404109,0.6589709388969621,0.198556478176182,5.285234763859871,0.05850728133243684,72.83306759906695
femalemonologue2_t4-cam22.mp4_segment_1_Gesture_0.13_0.87,femalemonologue2,R,2,4,4,0.02492094651188848,5.0,0.72,0,0.0,0.0,2,1.1128069688402351,0.8251150804257825,0.8251150804257825,2,0.4049020672993607,1.1385104001981299,0.6311968064498773,6.631522922170892,0.8195311489179472,80.09067442278572,0.5708251005802322,0.302457951769951,3.2123861497515294,0.32222649232768635,50.53148371051973
femalemonologue2_t4-cam22.mp4_segment_2_Gesture_3.97_4.37,femalemonologue2,L,2,2,2,5.8339760980022714e-05,2.3516685249328173,0.36,1,0.12,3.0,1,0.2153123310664499,0.2153123310664499,0.2153123310664499,1,0.15853582527275606,0.22633335092055357,0.1118550105399186,1.7609400974972067,0.1808438453387779,30.68796037972706,0.16392306519324196,0.08839669669416825,1.4756749439944672,0.24878569081232219,23.38698654359524
femalemonologue2_t4-cam22.mp4_segment_3_Gesture_4.70_5.13,femalemonologue2,R,1,2,2,9.873816250921842e-05,2.620218404686462,0.4,0,0.0,0.0,1,0.33120856673394916,0.33120856673394916,0.33120856673394916,1,0.13462393538584652,0.33931419424511794,0.16415598451653474,3.8243867223192236,0.25562613460786127,56.399471978398076,0.13528903795645797,0.0747641821214638,1.1521750623111322,0.1931445905496192,18.434090198845812
femalemonologue2_t4-cam22.mp4_segment_4_Gesture_6.17_7.60,femalemonologue2,R,2,4,2,0.0002981022655941383,2.63111802568969,1.4,1,0.16,4.0,3,0.24516376558014247,0.21173599728147774,0.21173599728147774,3,0.15066668871034347,0.2624923550247633,0.13652898647998182,3.2755004962315315,0.09620807024834954,46.94802673908396,0.28270502928610175,0.08007804134364657,2.2451827711384618,0.08441304945059787,38.96506265805499
femalemonologue2_t4-cam22.mp4_segment_5_Gesture_8.03_8.67,femalemonologue2,R,2,4,2,9.341183305584863e-05,2.59197510122179,0.6,0,0.0,0.0,1,0.1506227181973332,0.1506227181973332,0.1506227181973332,1,0.10974591813998506,0.17626846618889272,0.0928581795950937,1.961977998034765,0.14690067808782556,26.09852838826981,0.11123373947052767,0.06329774706948127,0.8508810846141892,0.207089359953862,13.162673093507426
femalemonologue2_t4-cam22.mp4_segment_6_Gesture_9.00_9.83,femalemonologue2,R,1,2,2,0.0006133830921231997,2.5580883542185373,0.8,0,0.0,0.0,2,0.3485222927323046,0.32622007828100197,0.32622007828100197,2,0.17113387611682013,0.39909048468568437,0.1965817865859237,5.394376860844552,0.23420525236597742,76.51243169022274,0.24825881654277926,0.09406387926802301,2.7269679027121545,0.09269236937121918,41.45423645064988
femalemonologue2_t4-cam22.mp4_segment_7_Gesture_11.30_11.93,femalemonologue2,R,1,4,4,0.00048522802059967223,2.7259295688493164,0.6,0,0.0,0.0,1,0.3583473957532302,0.3583473957532302,0.3583473957532302,2,0.2651452586007701,0.36890551182651105,0.2535076493551004,1.8912529024388425,0.4576789370600103,29.647143896735383,0.3938945850970031,0.2006373319676404,2.1642178588938235,0.22716157260319023,42.52275476301294
femalemonologue2_t4-cam22.mp4_segment_8_Gesture_15.13_15.80,femalemonologue2,L,3,4,4,0.05147299821123201,2.2882758457984513,0.64,0,0.0,0.0,2,2.7725988221271862,1.5567595125932518,1.5567595125932518,2,1.4874336230200227,3.0175109355720484,1.007463147930656,24.247851300608005,0.376209879286897,369.1486030670779,2.8558533549798577,0.9487790439925435,21.91273208851116,0.42004063045483847,339.10206905965845
femalemonologue2_t4-cam22.mp4_segment_9_Gesture_17.73_18.20,femalemonologue2,R,2,2,2,0.0016684054611832931,2.7378967571932846,0.44,0,0.0,0.0,1,0.5602543317453552,0.5602543317453552,0.5602543317453552,1,0.1685428582355188,0.5735725955387824,0.32029296670481017,4.747796591170699,1.0476103212742924,77.53615243537176,0.1797717335021912,0.13420434619045055,1.1764422966855237,0.5415862162709646,17.934590179793243
malemonologue1_t3-cam22.mp4_segment_1_Gesture_0.13_1.13,malemonologue1,R,2,4,4,0.008281395896485029,5.0,1.0,0,0.0,0.0,1,0.49271280800398415,0.49271280800398415,0.49271280800398415,1,0.24486538100633207,0.49103952819120267,0.3537373392550071,2.3532868759925054,0.31462009972279337,25.578366567143696,0.24246334499251068,0.18680096480182215,1.1780531668622773,0.126434812636904,14.50197577152363
malemonologue1_t3-cam22.mp4_segment_2_Gesture_2.90_3.20,malemonologue1,R,1,2,2,5.933814682512814e-06,2.6035494651640185,0.28,0,0.0,0.0,1,0.09217419566569432,0.09217419566569432,0.09217419566569432,1,0.04277805011776037,0.09314156800557108,0.06681027352265481,0.5129768614181118,0.23873008954054561,8.872212663063005,0.04230623336738651,0.03050810090757877,0.23795305755613572,0.1039319124358017,4.85970418376324
malemonologue1_t3-cam22.mp4_segment_3_Gesture_6.67_6.93,malemonologue1,L,1,4,4,3.338603008880822e-05,0.0,0.24,0,0.0,0.0,1,0.439741791172,0.439741791172,0.439741791172,1,0.22697553828864528,0.43974179117199985,0.32301556449953067,2.671316040975487,1.1531375572868765,53.33293766939344,0.2269755382886452,0.16497004978152843,1.393410160940008,0.494656702631087,27.970922584804775
malemonologue1_t3-cam22.mp4_segment_4_Gesture_8.03_8.40,malemonologue1,R,2,4,4,8.148103237212267e-05,2.731828948592377,0.36,0,0.0,0.0,1,0.33776991571013604,0.33776991571013604,0.33776991571013604,1,0.06154437302401756,0.33676276607839756,0.19251439505385406,2.162156287813007,0.44603766662842664,38.06381322561043,0.06135141909960755,0.03460159899375967,0.483217331778819,0.08357605992701367,7.94040935270683
malemonologue1_t3-cam22.mp4_segment_5_Gesture_9.23_9.53,malemonologue1,R,1,2,2,2.3166309718963283e-05,2.6564756758232715,0.28,0,0.0,0.0,1,0.2917350220788363,0.2917350220788363,0.2917350220788363,1,0.12092971824927569,0.2940970247864529,0.19500720476351482,1.9393568066488978,0.411011054684863,32.73175043109098,0.12200308306425231,0.07723823278105121,0.8408087279493536,0.13994283719096098,14.684067798408417
malemonologue1_t3-cam22.mp4_segment_6_Gesture_10.03_11.10,malemonologue1,R,2,4,4,9.656978747106672e-05,3.3541509172331683,1.04,1,0.48,12.0,2,0.24876156266453076,0.19890914853288516,0.19890914853288516,2,0.14029651581450986,0.2636946226363087,0.11277297691745879,1.379145899217533,0.26788582229152774,27.985429654696574,0.19646859088144386,0.07452603310169309,1.5152869042973838,0.1697825961421864,18.054040940646
malemonologue1_t4-cam22.mp4_segment_1_Gesture_0.13_0.70,malemonologue1,R,2,4,4,0.012132981268469425,5.0,0.56,0,0.0,0.0,1,1.0075892960177435,1.0075892960177435,1.0075892960177435,1,0.5443436376269896,1.0038089281037816,0.6683282821272173,4.885295955896984,0.8773394099758399,48.43509409117266,0.544579813527697,0.38607820726291614,2.490961225168049,0.6742751405796931,25.42426858634185
malemonologue1_t4-cam22.mp4_segment_2_Gesture_2.37_3.57,malemonologue1,R,2,4,4,0.0011709415546026876,2.8333059850687152,1.2,1,0.12,3.0,3,0.290711991583176,0.2534179499062516,0.2534179499062516,3,0.11320104224924377,0.36367794337508125,0.1956605990128621,5.438454349566717,0.18207113341273967,66.2212484916235,0.15298586230412128,0.08180828362641111,1.5770068298728315,0.21596229534854458,18.215440660382114
malemonologue1_t4-cam22.mp4_segment_3_Gesture_5.33_6.80,malemonologue1,R,2,4,2,0.0005880649785445705,2.749367339900912,1.44,0,0.0,0.0,2,0.25450003325856985,0.23815511808539475,0.23815511808539475,2,0.18552275905005194,0.26946527190378766,0.16772182271890726,2.5925600613814175,0.1791151966995461,28.21883529711271,0.21007294226182918,0.10866900963813392,1.6288179233382178,0.1797495198306269,18.28536572404638
malemonologue1_t4-cam22.mp4_segment_4_Gesture_7.37_9.33,malemonologue1,L,1,4,4,0.0022776907896070106,0.0,1.96,1,0.16,4.0,5,0.4376068967494862,0.3221733039750179,0.3221733039750179,5,0.19449417259703033,0.5563360736413472,0.22260528513699798,6.9727712832860265,0.10651858511495635,81.83148632230889,0.259717879991624,0.13682043338130656,1.785158897142264,0.143215941510652,23.182892194459164
malemonologue1_t4-cam22.mp4_segment_5_Gesture_9.90_14.90,malemonologue1,R,3,4,4,0.028828445862761065,5.0,5.0,6,1.16,4.833333333333333,7,1.0292262003863606,0.38892968773982195,0.38892968773982195,6,0.27349105108652,1.1415243196630642,0.2038320686544363,8.304861817435217,0.0553697363829164,147.72042439236142,0.5470603420658541,0.13112585059853007,4.390147199298694,0.021902006752940368,72.91805012345554
malemonologue2_t2-cam22.mp4_segment_1_Gesture_1.53_1.97,malemonologue2,R,1,2,2,0.0002992648440697139,2.6754233411520643,0.4,0,0.0,0.0,1,0.3435360469005147,0.3435360469005147,0.3435360469005147,1,0.15545505280391056,0.34237860001325376,0.2610557966398771,1.8750407633211235,1.200307353012485,29.584019319242206,0.15926611515210662,0.1265364344962098,1.460846251132287,0.5937048006035436,19.241134514199622
malemonologue2_t2-cam22.mp4_segment_2_Gesture_3.90_4.47,malemonologue2,L,1,4,4,0.0011004596547475758,2.2552240492996374,0.56,0,0.0,0.0,1,0.46271317489093866,0.46271317489093866,0.46271317489093866,1,0.14650034143046703,0.4636080860356375,0.30516721962079235,2.537610489273782,0.4909367198911198,29.242019217297784,0.1413363076710183,0.08959287611022403,1.108803203534725,0.3366596705606183,13.41915184051745
malemonologue2_t2-cam22.mp4_segment_3_Gesture_5.00_6.37,malemonologue2,R,3,4,4,0.0038418696427820354,2.9952272294084192,1.36,1,0.16,4.0,2,0.9567802844104107,0.6352781088019621,0.6352781088019621,2,0.1830666757943543,0.9673301528040841,0.28000362779699495,5.66816247781014,0.2054707977097991,70.78437030180358,0.19128830646075287,0.11771527234669446,1.5209940122625747,0.16754626966190653,17.942506431786548
malemonologue2_t2-cam22.mp4_segment_4_Gesture_8.33_8.63,malemonologue2,L,1,4,4,2.1389837643655235e-07,0.0,0.28,0,0.0,0.0,1,0.03841916265258484,0.03841916265258484,0.03841916265258484,1,0.04017211894000085,0.03864482026773991,0.02719457293803672,0.24356495080056406,0.11147304919251458,4.379412238800968,0.04053925097538566,0.026996791958933234,0.2712364635494116,0.10637699897049553,4.673684473331069
malemonologue2_t2-cam22.mp4_segment_5_Gesture_8.93_9.40,malemonologue2,R,2,4,4,3.71509036630008e-05,2.69058067779207,0.44,0,0.0,0.0,1,0.16230668159787162,0.16230668159787162,0.16230668159787162,1,0.2830227530402084,0.16055496226412744,0.10209156845370085,1.2531047498713195,0.2685627857486694,19.54537999727732,0.2876757877792583,0.18730637749627013,1.4925448430277322,0.588402777291964,25.874142917145246
malemonologue2_t2-cam22.mp4_segment_6_Gesture_9.80_17.03,malemonologue2,R,3,4,2,0.003760961681417929,2.7815251691273426,7.2,8,2.32,7.25,13,0.43944827991690993,0.17119776942586304,0.171197769425863,11,0.09535157845038265,0.47978980713712066,0.11236940542061444,3.165994001215982,0.039953257255710625,48.643662575097224,0.18504890860919737,0.05782133745215203,1.382235868935357,0.017189756599263955,14.33157827883815
malemonologue2_t2-cam22.mp4_segment_7_Gesture_18.10_19.30,malemonologue2,R,3,4,4,0.011535992185742338,5.0,1.16,0,0.0,0.0,2,0.8204251262439168,0.5811742774998103,0.5811742774998103,2,0.2890692259933678,0.8276183103532817,0.4428097219081846,4.110193255092459,0.25981082871501043,39.12519715781727,0.4978816681418691,0.2089287410683139,2.0820864354984914,0.20671362501828444,20.862939134406243
test_female.mp4_segment_1_Gesture_0.57_1.00,test,L,2,4,4,0.00019175961042081652,0.0,0.4,0,0.0,0.0,1,0.3206857948122552,0.3206857948122552,0.3206857948122552,1,0.22540157429484436,0.31894367614463787,0.21967365575341388,1.6451321638929244,0.3724758905487556,24.26824818649186,0.232672594767054,0.1186317016556345,1.3958547331149989,0.18243968826826787,25.75863075706349
test_female.mp4_segment_2_Gesture_5.17_6.57,test,L,1,4,4,0.0009223361682456195,2.2936755810644125,1.4,0,0.0,0.0,3,0.5385768632698309,0.2952496707304278,0.2952496707304278,3,0.20365611791797597,0.7056683907629918,0.19691756889924597,6.80456374680197,0.24313888052393345,99.72041728241929,0.25032959949159206,0.1228529741983287,2.066234207554806,0.28196045671222625,24.686989311004385
test_female.mp4_segment_3_Gesture_7.97_9.48,test,L,1,4,4,0.0007313525539617651,2.2442854775831145,1.48,0,0.0,0.0,3,0.3298493818315978,0.2781938426730606,0.2781938426730606,4,0.13955691329199899,0.37298360753703946,0.19653349598213515,4.00173192326728,0.2319004508690514,55.910337508617374,0.20165555311764952,0.0981534191172725,2.2750058614948667,0.21104330533176457,32.851584731852334
test_female.mp4_segment_4_Gesture_9.81_11.11,test,L,1,4,4,0.0020747781708998973,2.433770464129507,1.28,0,0.0,0.0,4,0.4898269500122979,0.3193607523041624,0.3193607523041624,4,0.16608508041191022,0.5754338917255546,0.23779198640201957,5.668234940579665,0.4109045869551578,68.22900337694672,0.20758288941564934,0.12198219598283516,1.781088743792969,0.2980672302868398,24.311170321163708
test_male.mp4_segment_1_Gesture_0.23_3.04,test,L,1,2,2,0.0008081312371021064,2.42175745342956,2.8,5,0.72,3.6,7,0.4269646053543808,0.2283209340503308,0.2283209340503308,6,0.09249023219462175,0.5122255605200108,0.16122832566016268,5.853809638345133,0.055132437169959254,67.91760609455012,0.17689283044796816,0.061490002117869896,1.7329051477449522,0.026621984065109548,23.026178208610066
