gesture_id,video_id,active_hand,space_use,mcneillian_max,mcneillian_mode,volume,max_height,duration,hold_count,hold_time,hold_avg_duration,hand_submovements,hand_submovement_peak_max,hand_submovement_peak_mean,hand_mean_submovement_amplitude,elbow_submovements,elbow_mean_submovement_amplitude,hand_peak_speed,hand_mean_speed,hand_peak_acceleration,hand_peak_deceleration,hand_peak_jerk,elbow_peak_speed,elbow_mean_speed,elbow_peak_acceleration,elbow_peak_deceleration,elbow_peak_jerk
03_example.mp4_segment_1_Gesture_0.36_0.64,03,L,1,4,4,3.391231599727031e-05,0.0,0.28,0,0.0,0.0,1,0.2148485758033597,0.2148485758033597,0.2148485758033597,1,0.14106359913750213,0.2167244034801427,0.14944384925696083,1.3518365706391506,0.4978901018855171,22.808425860653106,0.14264629414747382,0.09773160670171546,0.9199768159851367,0.3654817334442842,16.232746949512734
03_example.mp4_segment_20_Gesture_70.12_72.16,03,R,2,4,2,0.003280839173077932,2.715133528901782,2.0,3,0.44,3.6666666666666665,5,0.45179426968897873,0.32792034627783356,0.32792034627783356,4,0.12126520545853578,0.47010975493283585,0.22002455146971858,3.8434698008033217,0.14956434842967797,42.27369218609612,0.19456509816359033,0.06995193815208589,1.5004358788194005,0.0652648436876707,23.522626621408133
03_example.mp4_segment_21_Gesture_73.44_74.12,03,R,2,4,2,0.002391318149032905,2.6989319402333445,0.68,0,0.0,0.0,2,0.7646030133019192,0.7281477499500865,0.7281477499500865,2,0.21182216210400795,0.773752892129452,0.47803644533090134,6.546870215935934,1.4724058907496107,97.20300982533166,0.2679182617910982,0.13781486418933256,2.3864890901113696,0.326525499146046,37.28646716164168
03_example.mp4_segment_22_Gesture_74.72_76.44,03,R,3,4,4,0.00533860200077513,2.7683574363073546,1.68,2,0.4,5.0,4,0.652804896311029,0.2436946187057798,0.2436946187057798,3,0.12798909343659098,0.6676386275702217,0.1961780522167303,2.9275715997551433,0.16360726241316145,34.44475111114053,0.2150708325170542,0.07942613377675711,1.241040820292107,0.058015969409166826,16.323099889448955
03_example.mp4_segment_23_Gesture_98.32_99.08,03,R,2,4,2,0.0007311751804444947,2.696974439755638,0.76,0,0.0,0.0,2,0.4988956014098016,0.37183151084432176,0.37183151084432176,3,0.06793421049130159,0.4994945538888928,0.25440829787554053,4.177294044725403,0.5874116068561135,42.94548644669206,0.08386362712707808,0.05628555801820587,0.9295096622071884,0.06100686085480475,12.1820581553972
03_example.mp4_segment_24_Gesture_100.04_100.56,03,R,2,4,2,0.0015837729769864616,2.7072456700804013,0.48,0,0.0,0.0,1,0.6766259414158089,0.6766259414158089,0.6766259414158089,1,0.15731000507975726,0.6837136142076462,0.3841048721560552,3.9390587623184534,1.0859295884368734,52.803324809042564,0.15900185442563905,0.10778973683646235,1.328004662972937,0.4075893390999734,16.09445480851707
03_example.mp4_segment_25_Gesture_103.08_103.64,03,R,3,4,2,0.0019275002892816312,2.6531611187591797,0.56,1,0.12,3.0,1,0.7599339086457655,0.7599339086457655,0.7599339086457655,2,0.11017284381315579,0.7644228150863591,0.35839742723206863,4.494340993949636,0.20365198088092237,56.76195747555971,0.18096580907161994,0.08667763497155744,1.2525834780471397,0.11571466066462013,18.834431169727978
03_example.mp4_segment_26_Gesture_116.92_117.24,03,R,2,4,4,0.0004239014270858098,2.851897014495374,0.28,0,0.0,0.0,1,0.38836311628304443,0.38836311628304443,0.38836311628304443,1,0.08671930020072693,0.3934248143455488,0.2651456313640059,3.4068405304074356,1.180629715147215,57.21994926928512,0.08804379722091954,0.06530697186279603,0.8867429192423031,0.2806776202586513,14.64516802021319
03_example.mp4_segment_27_Gesture_118.28_118.64,03,R,1,2,2,3.265008231437845e-05,2.7129473232259977,0.32,0,0.0,0.0,1,0.17444508949949283,0.17444508949949283,0.17444508949949283,1,0.20544766503451917,0.17604709372811972,0.1337858240563008,0.763077726355783,0.39408083463742305,16.15030166392533,0.20694917463728252,0.13272387329765883,1.0609598288924542,0.2042194531665131,22.028891325319822
03_example.mp4_segment_28_Gesture_119.20_120.88,03,R,2,4,2,0.0021738123027287373,2.7957265246080487,1.64,2,0.32,4.0,2,0.6791756415805668,0.5082157687904064,0.5082157687904064,3,0.13028339770729455,0.6861612330714126,0.20973717939027675,4.385186514811862,0.24743100775967505,72.71029741088785,0.23682539487632953,0.08332151774985738,2.163040964126653,0.1279682894451784,29.674952710881513
03_example.mp4_segment_29_Gesture_121.48_122.08,03,L,2,4,4,0.000577015143614692,2.35109548779763,0.56,0,0.0,0.0,2,0.3011969990770253,0.28364304688596886,0.28364304688596886,2,0.1531862329155139,0.32171556131365836,0.18660292506067794,2.7969249523488147,0.550785768294614,48.24476713517757,0.20815897236874256,0.1049786624737354,1.9248534127946304,0.39182036468581444,28.99617071703118
03_example.mp4_segment_2_Gesture_10.64_10.96,03,R,1,2,2,0.00021418309848259082,2.657677852161449,0.32,0,0.0,0.0,1,0.2711909471937968,0.2711909471937968,0.2711909471937968,1,0.28769029477599395,0.27372562632037856,0.16016209116580024,2.030940055542775,0.3844109634509449,34.94413372032405,0.2906452377784463,0.15923219215590992,2.0904321245903215,0.42883942956656057,37.093646584868765
03_example.mp4_segment_30_Gesture_122.96_124.24,03,R,2,2,2,0.0012128766131417705,2.7195270369874587,1.28,1,0.12,3.0,3,0.4788707648904447,0.33826392900991986,0.33826392900991986,3,0.12987563757200127,0.5029572105330018,0.2082760912458651,2.762788669718874,0.07045444991346077,44.440133871317556,0.1823535554339137,0.08060119573026465,1.0322581582697818,0.21481136251352242,18.7855035883464
03_example.mp4_segment_31_Gesture_124.92_127.80,03,R,2,4,4,0.003162218073727985,2.919205800280385,2.84,5,0.76,3.8,6,0.8134545992620823,0.2860631872529806,0.2860631872529806,6,0.11330505290593834,0.8496554995810931,0.1727107987408538,5.261189999202553,0.03504901802412662,85.51285894128586,0.2154117915659495,0.07538104436892319,2.3063471082933216,0.0548915772552034,28.88060452794371
03_example.mp4_segment_32_Gesture_128.16_128.76,03,L,2,4,4,5.59236163133365e-05,2.3618140328901807,0.56,0,0.0,0.0,1,0.16378198812339245,0.16378198812339245,0.16378198812339245,1,0.1730961293527913,0.16190193826888125,0.09691849976290882,1.0592707332511864,0.03466786572109441,13.146764464695652,0.16772818727975009,0.11174918243302782,1.2399446428307948,0.2651453986240534,20.04686736522483
03_example.mp4_segment_33_Gesture_135.40_135.80,03,L,1,4,4,4.935493419071408e-05,0.0,0.4,0,0.0,0.0,1,0.21210105742084395,0.21210105742084395,0.21210105742084395,1,0.11966398012853457,0.21729797088557548,0.1278024682274802,1.1849531192292768,0.34035075049407437,23.273531408506187,0.11944719138597171,0.08913341363888035,0.6767676808949474,0.1898782711194669,10.826311063194444
03_example.mp4_segment_34_Gesture_136.64_137.08,03,R,2,4,4,0.000326135206771604,2.7857105902093813,0.44,0,0.0,0.0,1,0.43873359767592246,0.43873359767592246,0.43873359767592246,1,0.12387223955969426,0.44756578279044035,0.2495969703262545,2.809067461757394,0.6410144006970833,47.82520518991916,0.13084420559827625,0.07476861219712229,0.6290361697733584,0.2337658851375432,14.101631502839894
03_example.mp4_segment_35_Gesture_138.36_138.88,03,R,2,4,4,0.0033056546719006557,2.9394205898317565,0.48,0,0.0,0.0,1,0.7830346735427065,0.7830346735427065,0.7830346735427065,1,0.37945274360491654,0.7777512564416722,0.5252854358038228,8.183014453702285,2.1367680531725797,100.44702156504937,0.38893590889485696,0.17863260982941218,3.1614670240003777,0.47495388517024023,52.46913598579363
03_example.mp4_segment_36_Gesture_139.60_140.04,03,R,1,2,2,9.790977380027001e-05,2.6208711624880596,0.4,0,0.0,0.0,1,0.17271836358949794,0.17271836358949794,0.17271836358949794,1,0.08427675614682245,0.17674798277288534,0.14334630830150163,1.1025707763867654,0.30631561558038733,18.600860516629538,0.08582365984115811,0.053666334343103486,0.6088569087277093,0.13366485296553685,9.98389628132067
03_example.mp4_segment_37_Gesture_140.44_140.96,03,R,2,4,2,0.0005455693298631581,2.752909655430541,0.52,0,0.0,0.0,2,0.48662406766820215,0.40469212163987645,0.40469212163987645,1,0.0860317624849209,0.5048180124307535,0.29155451032998275,3.685963523083905,0.3768646602552841,53.07776552750607,0.09077358236381058,0.06261379794866234,0.5810844025039793,0.285385804945047,9.34289398056556
03_example.mp4_segment_38_Gesture_141.32_141.60,03,L,1,2,2,0.0001537351618951482,2.358276189411264,0.28,0,0.0,0.0,1,0.21378774099286735,0.21378774099286735,0.21378774099286735,1,0.2660478227318375,0.21105273146415987,0.15799014412767548,1.13731273615837,0.36610130165633936,22.689827192716187,0.26280608612580425,0.19243762776724974,1.5580153291024863,1.116467236384576,30.86679335754356
03_example.mp4_segment_39_Gesture_142.28_142.92,03,R,2,4,2,5.4893246276259285e-05,2.681806743295115,0.6,0,0.0,0.0,1,0.22073137664495845,0.22073137664495845,0.22073137664495845,1,0.16488209730027995,0.24316015277647574,0.11444798197937879,2.9163838765168424,0.11879790717760963,42.22630842958871,0.16046876682325129,0.11589893407218495,1.1964625447000106,0.07880009161563209,16.805986187980956
03_example.mp4_segment_3_Gesture_11.28_11.64,03,L,2,4,4,0.0047517676913689695,2.3465228789864403,0.36,0,0.0,0.0,1,0.8778934587958439,0.8778934587958439,0.8778934587958439,1,0.38472321929906766,0.8659655342194518,0.6074603855879344,4.8988606420553396,1.9093958396389763,76.74765801385936,0.3829990395363323,0.25876028550438346,1.9917309313020295,0.7660191443126065,31.893870649814065
03_example.mp4_segment_40_Gesture_143.80_145.12,03,R,2,4,2,0.00048122769808803067,2.7893468142374123,1.28,1,0.12,3.0,4,0.20813693327780383,0.1656903086036024,0.1656903086036024,3,0.16154399654356197,0.25218188816225745,0.1505471998407778,2.856635021167061,0.272883594206172,35.10522278643163,0.2072422641662874,0.10603427734240362,1.9661281730767617,0.13884219729158984,29.85101647916971
03_example.mp4_segment_41_Gesture_145.84_146.44,03,L,2,4,2,0.0006773937354571685,2.4472581096015964,0.56,0,0.0,0.0,2,0.4811593560087386,0.4402997577398997,0.4402997577398997,1,0.27813522557969106,0.4539475384024805,0.3028368939584517,4.8001537594329,0.4807570295549816,58.685998540060375,0.27790577521772203,0.16746240656590397,2.2338292413293974,0.18694062332952072,30.943520338126202
03_example.mp4_segment_42_Gesture_148.20_148.48,03,R,2,4,4,0.00023381447658821236,2.813051939108024,0.28,1,0.12,3.0,1,0.3633995967546617,0.3633995967546617,0.3633995967546617,1,0.1396974201253838,0.36618800884540087,0.22849954126122266,2.621834975402569,0.2675292342569717,45.1617588252992,0.14072707241927207,0.09085418080777545,0.9705757407054277,0.17288468361594708,16.384823198658186
03_example.mp4_segment_43_Gesture_150.68_151.04,03,R,2,4,2,0.00017934457287280522,2.72916709219353,0.32,0,0.0,0.0,1,0.33071091249463186,0.33071091249463186,0.33071091249463186,1,0.05688834930892553,0.3290531605398612,0.2274990742981381,1.8421805943621499,0.26811687135188494,31.33445899300041,0.057755618343214805,0.044228513938709496,0.8033838880888803,0.22295816228272328,10.60410602831275
03_example.mp4_segment_44_Gesture_152.52_154.00,03,R,3,4,2,0.003800852786311213,2.6820696076902744,1.44,1,0.16,4.0,3,0.7099340707867929,0.3419245149968435,0.3419245149968435,3,0.17230583271716826,0.7575047370630228,0.19666544953452963,4.739995876690009,0.07763430078019927,63.313851074740725,0.2942665179853881,0.09451885208562538,2.4964557997881642,0.0300385516180672,28.95243662933458
03_example.mp4_segment_45_Gesture_156.24_157.40,03,R,3,4,2,0.0032453299252773442,2.6718632422018986,1.12,1,0.16,4.0,2,0.47177037928148924,0.37275851725552644,0.37275851725552644,2,0.18708510927557526,0.48658798850976315,0.19310292386491815,2.8366760552845487,0.3391465069126447,53.230249383366356,0.27213900460577944,0.09152412828896365,1.5258730333457338,0.07429564454510501,27.21974585184021
03_example.mp4_segment_4_Gesture_26.04_27.00,03,R,2,4,2,0.001381018675517777,2.686882409389803,0.96,1,0.28,7.0,3,0.6585918320578305,0.2860770204740168,0.2860770204740168,2,0.12175123292993117,0.6844529004519562,0.2158905808459535,3.840564993579159,0.11424831569115583,63.067468256234186,0.1699624917346507,0.0747422865066724,1.0884370849533842,0.21511541672096443,16.32073156418311
03_example.mp4_segment_5_Gesture_28.36_28.72,03,R,2,2,2,0.00021886442827629375,2.5149050987430086,0.32,0,0.0,0.0,1,0.29171851937686666,0.29171851937686666,0.29171851937686666,1,0.18536316926793792,0.28903390791801836,0.22445715987337134,1.470188495480568,1.1283219385423535,23.474199451591645,0.18693245683839738,0.13008886558082025,1.2337213525463244,0.5597443140152801,22.381470443974155
03_example.mp4_segment_6_Gesture_29.24_29.68,03,L,1,4,4,6.649953999083142e-05,0.0,0.44,0,0.0,0.0,1,0.1589087799693406,0.1589087799693406,0.1589087799693406,2,0.10255934733263433,0.16620821034556355,0.08842269215513344,1.862901914783783,0.3411714978238959,27.685739809272903,0.17392565843014526,0.0776763609703396,1.3936527919283082,0.10679840272319917,22.792681539747882
03_example.mp4_segment_7_Gesture_34.12_34.76,03,R,1,2,2,0.000312727813634339,2.4578234274812236,0.64,0,0.0,0.0,1,0.2755210742440166,0.2755210742440166,0.2755210742440166,1,0.182005403809548,0.2732483834530204,0.14392801663679605,1.453481095446004,0.1672258474628255,18.64023051763426,0.177232589203334,0.10639886450107608,0.9824357122496408,0.16778276655740343,13.393783922357342
03_example.mp4_segment_8_Gesture_36.92_37.36,03,L,1,4,4,5.8844479543131225e-05,2.2192063716124744,0.4,0,0.0,0.0,1,0.12562728579612178,0.12562728579612178,0.12562728579612178,2,0.11765611668784691,0.12482439517406778,0.09131647696300838,1.1972432760838583,0.32288668372438395,18.90086228754895,0.13190811285855322,0.08217113139959234,1.4667990966347528,0.23644791300522236,21.73463335511509
03_example.mp4_segment_9_Gesture_38.40_39.12,03,L,1,4,4,0.0003333637119812137,2.2568243604564535,0.68,0,0.0,0.0,2,0.3511722044439907,0.2953197145138394,0.2953197145138394,2,0.19829325146740376,0.3550598595580362,0.1943669192612798,2.3828050276847024,0.30408131297002144,32.931070475887026,0.2888242558474003,0.1273807504042831,1.7679210508447076,0.19363193611511875,32.04667983151271
femalemonologue1_t1-cam22.mp4_segment_1_Gesture_0.13_0.57,femalemonologue1,R,3,4,4,0.02397400939278771,2.999938307958648,0.4,0,0.0,0.0,1,1.623208771277303,1.623208771277303,1.623208771277303,1,0.6632469041712237,1.612612346374757,1.1013431928846344,8.82913356530066,1.7490062546795118,99.90491060489978,0.6612817171049126,0.4106133090492257,3.776531287625786,0.9931833621344698,64.20007442626658
femalemonologue1_t1-cam22.mp4_segment_2_Gesture_1.33_1.60,femalemonologue1,L,1,2,2,0.0001908044496312521,0.0,0.24,0,0.0,0.0,1,0.3430426048779729,0.3430426048779729,0.3430426048779729,1,0.17862285226320937,0.34304260487797283,0.24317104775483797,2.2402712305738026,0.8132137418930265,45.55414215672517,0.17862285226320934,0.12840891361470122,1.1742460712352323,0.5655416739478524,23.91090768025011
femalemonologue1_t1-cam22.mp4_segment_3_Gesture_2.07_3.43,femalemonologue1,R,2,2,2,0.0015793166522237833,2.704375229741887,1.36,2,0.32,4.0,2,0.397188394262752,0.33118171572352856,0.33118171572352856,3,0.1621493714443139,0.4168375270880956,0.15608298329409073,5.230535575080873,0.24271818747983892,66.91135615212356,0.36676179176165585,0.0994712361261198,3.888871126953275,0.07707890606836322,69.94104569853063
femalemonologue1_t1-cam22.mp4_segment_4_Gesture_4.57_6.20,femalemonologue1,R,1,2,2,0.0011906540661092665,2.6379883347750837,1.6,0,0.0,0.0,4,0.5169529533151085,0.382216088393926,0.382216088393926,3,0.24487340684105474,0.6113809135734818,0.22352958329359973,5.473533151587569,0.32690578150578015,99.34282429041392,0.49720876561547755,0.1259129912131302,4.024755945735193,0.2983366081122518,63.01781334342572
femalemonologue1_t1-cam22.mp4_segment_5_Gesture_6.57_8.20,femalemonologue1,R,2,2,2,0.0003855092807023893,2.5338487762538686,1.6,1,0.4,10.0,3,0.3055509599483071,0.197809238931834,0.197809238931834,4,0.13820813307981417,0.3242463969156543,0.12741482414650984,2.6953272197428055,0.11972789560344792,32.71085151390113,0.2226987873739471,0.09292525074678763,1.6771763644937483,0.11216602192003203,23.840379144169052
femalemonologue1_t1-cam22.mp4_segment_6_Gesture_8.50_8.83,femalemonologue1,L,2,4,4,0.0013908866234672516,0.0,0.32,0,0.0,0.0,1,0.649741194163787,0.649741194163787,0.649741194163787,1,0.34851458114231815,0.6512029910380969,0.35131199285113623,5.994517745120853,0.6391900887417515,93.63575338259314,0.3505310659669724,0.21723001035719577,2.0988935976208016,0.8613865798179012,37.402743281857056
femalemonologue1_t1-cam22.mp4_segment_7_Gesture_10.63_11.77,femalemonologue1,R,3,4,2,0.0031006279360998147,2.7372974283686116,1.12,0,0.0,0.0,3,0.9647909592268572,0.4678906557809082,0.4678906557809082,3,0.32532160664875664,1.001361448744518,0.26038906176154747,8.394556033513071,0.2347278742576488,129.84443986317117,0.6029741788705849,0.20065636814455914,4.913670832916545,0.2549452624323754,80.06568687975897
femalemonologue1_t1-cam22.mp4_segment_8_Gesture_12.30_12.73,femalemonologue1,R,2,4,2,0.0013681857313213505,2.7261218144375614,0.4,0,0.0,0.0,1,0.7538834670867447,0.7538834670867447,0.7538834670867447,1,0.33226819835659194,0.7549385995956535,0.39414957016763263,6.002093534430208,1.0388705918293613,108.09001309111572,0.33109597801389923,0.21569686611835595,2.2769873409244417,0.8246824845207625,34.91022626691141
femalemonologue1_t2-cam22.mp4_segment_1_Gesture_4.80_5.33,femalemonologue1,R,2,2,2,0.0009149823656176809,2.6070553927257776,0.52,0,0.0,0.0,1,0.5776611459409671,0.5776611459409671,0.5776611459409671,2,0.20369078956997144,0.5743199442584527,0.20745969232802539,4.228354243013076,0.23799528644485746,73.86424421183503,0.21409085414828605,0.12448646841981895,2.4186616578118607,0.4064631732432402,32.139369665282345
femalemonologue1_t2-cam22.mp4_segment_2_Gesture_5.63_6.20,femalemonologue1,R,2,2,2,0.000346474791629987,2.5884889316553688,0.56,0,0.0,0.0,2,0.5305490643125326,0.4816342447320084,0.4816342447320084,2,0.2014938847784265,0.48994562047562534,0.280919743330403,5.596396782077007,0.25794088474279026,73.13231843308179,0.21408529264409143,0.11960681520867607,2.326299214390843,0.2925097738139895,30.44738771843065
femalemonologue1_t2-cam22.mp4_segment_3_Gesture_7.67_9.03,femalemonologue1,R,2,2,1,0.0005265308384989611,2.4246347517383926,1.36,1,0.12,3.0,4,0.4017814373664721,0.2652290809237896,0.2652290809237896,3,0.1559599232528445,0.4159316391549529,0.17426408263957585,4.5574473675944525,0.1923722620198677,51.97201175431761,0.18930996645758702,0.09899764678647743,2.11336763163191,0.11994835223225885,22.077274998838455
femalemonologue1_t2-cam22.mp4_segment_4_Gesture_9.57_9.97,femalemonologue1,L,3,4,4,0.014145881584635405,2.4674859096048145,0.4,0,0.0,0.0,1,1.7880236145883306,1.7880236145883306,1.7880236145883306,1,0.4867560741331459,1.7827402211901306,0.8296904919723816,14.264525699777359,0.4310693104521736,247.45785567651586,0.4865056323030584,0.22274117186927805,4.001695812561106,0.1483016144712326,70.78806724598304
femalemonologue1_t2-cam22.mp4_segment_5_Gesture_10.93_12.10,femalemonologue1,L,3,4,2,0.02086632474046068,2.7834181599791257,1.16,0,0.0,0.0,3,1.2855109970032683,0.7423997753448005,0.7423997753448005,3,0.4208179941926537,1.3298839100048463,0.47787484845878386,6.758535589113921,0.9139760287334714,126.41993618911522,0.6618170015253854,0.2848218143579521,4.305278387297173,0.4037340327300225,47.07586216289038
femalemonologue1_t2-cam22.mp4_segment_6_Gesture_15.10_15.57,femalemonologue1,R,3,4,4,0.017522987907921766,5.0,0.44,0,0.0,0.0,1,1.4561673903575905,1.4561673903575905,1.4561673903575905,1,0.7379330939100447,1.4605289359523563,0.8913883999861146,8.680584771187817,1.5499848696443177,109.97873453761116,0.7372350057467444,0.4479920174224175,4.456782457716289,0.711343195293161,57.97765723936578
femalemonologue1_t3-cam22.mp4_segment_1_Gesture_0.13_0.43,femalemonologue1,R,2,4,4,0.013877098455603983,5.0,0.28,0,0.0,0.0,1,1.348314027084647,1.348314027084647,1.348314027084647,1,0.5880608107778363,1.3330377985579769,0.9655061643494561,7.472531001202583,2.5379979680885176,147.5826028311971,0.5811621900656851,0.42306460769402027,3.255104132747,1.4250513175811963,64.1078378800566
femalemonologue1_t3-cam22.mp4_segment_2_Gesture_1.43_2.30,femalemonologue1,L,1,2,2,0.0004864345536372848,2.373685534314488,0.84,0,0.0,0.0,3,0.3750040448977733,0.22791600545252635,0.22791600545252635,2,0.1876517485398828,0.4161348015637505,0.17590214568743598,4.167647683346599,0.3139960334845613,62.884552684103944,0.2137408018407409,0.11561075539964398,1.6271524914593478,0.39718671709391457,23.655288358156675
femalemonologue1_t3-cam22.mp4_segment_3_Gesture_4.20_4.70,femalemonologue1,L,1,2,2,0.001912387326607034,2.400353368479648,0.48,0,0.0,0.0,1,0.2314995678636181,0.2314995678636181,0.2314995678636181,1,0.329779872098793,0.2371169706515491,0.17056873663867547,1.8340683574809038,0.47963615994576436,21.767220284838103,0.33674871561479974,0.1992016249528817,1.8224915816177332,0.28149910610091977,30.157754440617975
femalemonologue1_t3-cam22.mp4_segment_4_Gesture_6.40_6.90,femalemonologue1,R,3,4,4,0.008787378079431547,2.886592217949984,0.48,0,0.0,0.0,1,1.5354609285910257,1.5354609285910257,1.5354609285910257,1,0.7563686551438443,1.6049824810934623,0.7091890809685456,13.660013202063135,1.4636362936014795,216.37631350790085,0.8086875453655613,0.35919558308282623,7.450102459716083,0.8014954830621771,121.0850205838859
femalemonologue1_t3-cam22.mp4_segment_5_Gesture_8.67_9.33,femalemonologue1,L,3,4,4,0.006580375701120491,2.4491320505524374,0.64,0,0.0,0.0,2,1.167460713884198,0.7300027010516079,0.7300027010516079,2,0.24638538097163812,1.239583255812571,0.5482927332679662,7.428947865497581,0.6207879922784011,126.06329475909197,0.3028523752467964,0.19000947861084616,1.6844021760327004,0.45266128452356197,28.095423530618675
femalemonologue1_t3-cam22.mp4_segment_6_Gesture_10.37_12.33,femalemonologue1,L,3,4,2,0.020334362445979914,2.550089907612376,1.96,0,0.0,0.0,4,1.1228553269114088,0.7192185043955733,0.7192185043955733,3,0.12558699310053564,1.1779096772279622,0.3968925554088706,8.105955108269221,0.3378164627985452,115.65430893697885,0.2478456341556677,0.10188594973089438,3.571216982277074,0.1304746830343778,46.97674891045859
femalemonologue1_t3-cam22.mp4_segment_7_Gesture_16.57_16.97,femalemonologue1,R,2,4,4,0.0020060369789190176,2.924342634506079,0.36,0,0.0,0.0,1,0.858604027084456,0.858604027084456,0.858604027084456,1,0.4636487319299673,0.8571587306987459,0.5830677417276124,5.162730319550609,1.8168388633045773,79.18355663492402,0.45995574874137624,0.3194545642289295,2.644098476747902,0.7168982123932366,37.14712615768807
femalemonologue2_t3-cam22.mp4_segment_1_Gesture_0.13_1.37,femalemonologue2,R,3,4,4,0.026189313631767876,5.0,1.2,0,0.0,0.0,1,1.1452765733741874,1.1452765733741874,1.1452765733741874,2,0.3640958886629785,1.1700766301363776,0.47189309587506467,5.904799041884573,0.39980237485384995,71.46421583869989,0.631741375612169,0.24132638498618966,3.789749864523562,0.1449604104914992,43.074166325392035
