0.000000000000000000e+00,5.501178984121182086e-02,7.782308294803054471e-02,8.308140215161970155e-02,1.007480956754333301e-01,8.528339863608899729e-02,5.640687739562852410e-02,3.850926211977428321e-02,6.359615647143845862e-02,5.424462964707643664e-02,4.795572893581381835e-02,6.043064334254406866e-02,5.699045230434714171e-02,4.288986145358817531e-02,7.584720684171535054e-02,7.416427579893743183e-02,7.715515156986833822e-02,5.108103992208739424e-02,5.832064411819436189e-02,8.682796206041612508e-02,5.029881056237804626e-02,5.178043309094586266e-02,5.686875906176319662e-02,4.007099679462704234e-02,4.067882095429954659e-02,4.869001027441170748e-02
5.501178984121182086e-02,0.000000000000000000e+00,6.872022442058170477e-02,5.348783992852987335e-02,6.262979677243030174e-02,6.615994035922001526e-02,4.868570639232041447e-02,6.017652768134403030e-02,6.049399272495627894e-02,4.792069918692435510e-02,4.546399745914479762e-02,5.917880447921503029e-02,4.499732289309706784e-02,5.570022912579271346e-02,6.693527497127296777e-02,5.932208724898073438e-02,7.260648445501116655e-02,4.305803269119736626e-02,5.268519827582161114e-02,6.630731573421022595e-02,4.281999594108660406e-02,4.941698890277719525e-02,4.605888392993807978e-02,4.209943597387789949e-02,6.188327257014240856e-02,5.680031814259518808e-02
7.782308294803054471e-02,6.872022442058170477e-02,0.000000000000000000e+00,6.048066344583212517e-02,6.612046408429968214e-02,7.115962110113138728e-02,6.586631910268755941e-02,8.487182474033325152e-02,6.908432510188355913e-02,6.325987244711375745e-02,7.165510446858833205e-02,7.872036336724441696e-02,7.412723739742031748e-02,6.345827830851087648e-02,7.444193624211963012e-02,7.449210593702121352e-02,1.000020449816749757e-01,7.078354796398966808e-02,7.000601337971956717e-02,9.412659957673412403e-02,6.911571716823793066e-02,5.988950756978596301e-02,7.083212808127159477e-02,6.474709746237501673e-02,7.122854006945085470e-02,8.718842886209600407e-02
8.308140215161970155e-02,5.348783992852987335e-02,6.048066344583212517e-02,0.000000000000000000e+00,4.591157440254624300e-02,5.932615528337587679e-02,6.923820298179042543e-02,8.388139058902380207e-02,6.513475194371902421e-02,6.496893957570466782e-02,6.482541937036789825e-02,7.504387026986425457e-02,6.946504601308312044e-02,7.180565800560723133e-02,6.721849824990405731e-02,7.400318696951570241e-02,8.665164549090220714e-02,6.771520930867208632e-02,7.721273246960408398e-02,6.970625995810190989e-02,6.474348698431346694e-02,6.430764200468752634e-02,6.755761678037576490e-02,6.828973787058097156e-02,8.544870075240787455e-02,7.811660061495903640e-02
1.007480956754333301e-01,6.262979677243030174e-02,6.612046408429968214e-02,4.591157440254624300e-02,0.000000000000000000e+00,5.998395860386646766e-02,6.917081290020123119e-02,9.099992457142540292e-02,7.235194286747208270e-02,7.489906596120415871e-02,6.835511871424526653e-02,7.107384439391857545e-02,6.909377541048868088e-02,8.428414994056464271e-02,7.569209786851596733e-02,7.243974871772528024e-02,7.411668069502702627e-02,6.858204017579877521e-02,8.234011301559651663e-02,7.826920694411264312e-02,6.488424426351925567e-02,6.475569615921290823e-02,7.059256022156797095e-02,7.606661580161369618e-02,9.657051922438703029e-02,7.854101353980910694e-02
8.528339863608899729e-02,6.615994035922001526e-02,7.115962110113138728e-02,5.932615528337587679e-02,5.998395860386646766e-02,0.000000000000000000e+00,7.236111302285845592e-02,7.391986296724502303e-02,5.480312590078015300e-02,6.422860991758136406e-02,5.546099917941672147e-02,5.587760111759929732e-02,7.362954082864862915e-02,6.600111724113193190e-02,7.002195045460500589e-02,8.261672019328586414e-02,6.346647213463037229e-02,7.365393483850746215e-02,8.126445584751042228e-02,7.834818512408171787e-02,5.549151690116740920e-02,5.190318212093287392e-02,6.749839854893074920e-02,6.362767429089133397e-02,8.717436286420104929e-02,5.852386273573123576e-02
5.640687739562852410e-02,4.868570639232041447e-02,6.586631910268755941e-02,6.923820298179042543e-02,6.917081290020123119e-02,7.236111302285845592e-02,0.000000000000000000e+00,5.868536433364900107e-02,6.676052722218907276e-02,5.861277681250631061e-02,5.676313093375524171e-02,6.698039701314138783e-02,6.073288183908860660e-02,5.555602093059500840e-02,6.180083065111093010e-02,5.512371620891266116e-02,7.171156784344183410e-02,5.205805639260486367e-02,6.250370214842425332e-02,6.923301572182757879e-02,5.484022714741727811e-02,4.885802083687264957e-02,4.458968086368655936e-02,4.221858109507130308e-02,6.229137082126498526e-02,6.053677299257743255e-02
3.850926211977428321e-02,6.017652768134403030e-02,8.487182474033325152e-02,8.388139058902380207e-02,9.099992457142540292e-02,7.391986296724502303e-02,5.868536433364900107e-02,0.000000000000000000e+00,7.098272429422901320e-02,3.680609306418210214e-02,3.254201350159841716e-02,4.734843524873139087e-02,5.226390745106063856e-02,4.621001053067620018e-02,8.106411532501670014e-02,7.603866264458790380e-02,5.967913620969404059e-02,5.387131491709468145e-02,5.975029167184623541e-02,9.516445703048763416e-02,4.665442303450949291e-02,4.531791226010843665e-02,5.904946740238881109e-02,3.867295316498003260e-02,4.350454388248235771e-02,4.202787094615906271e-02
6.359615647143845862e-02,6.049399272495627894e-02,6.908432510188355913e-02,6.513475194371902421e-02,7.235194286747208270e-02,5.480312590078015300e-02,6.676052722218907276e-02,7.098272429422901320e-02,0.000000000000000000e+00,6.242022754165089948e-02,6.026423746243497748e-02,6.919812841377849522e-02,7.234488855990232892e-02,6.836546247510386087e-02,7.759641160971200713e-02,7.752373305090351496e-02,7.966376147837050947e-02,6.792171649590932059e-02,6.495947691023680470e-02,7.513863859884875596e-02,5.668486951056321554e-02,5.797922231618713590e-02,6.388348262946849654e-02,6.033065066932945253e-02,7.671799369821362402e-02,6.530157949582522658e-02
5.424462964707643664e-02,4.792069918692435510e-02,6.325987244711375745e-02,6.496893957570466782e-02,7.489906596120415871e-02,6.422860991758136406e-02,5.861277681250631061e-02,3.680609306418210214e-02,6.242022754165089948e-02,0.000000000000000000e+00,2.763821142777000278e-02,5.453557519594511710e-02,4.653767229734464411e-02,4.168885763679909540e-02,7.514047807826194914e-02,6.821329925863310606e-02,6.596587441179993516e-02,5.395560853948937197e-02,5.119236016490572028e-02,9.140925428063885472e-02,4.090349941140156154e-02,3.778860256492756059e-02,5.257316257490276395e-02,4.098048091180259145e-02,4.902278872676697069e-02,5.779949313031398916e-02
4.795572893581381835e-02,4.546399745914479762e-02,7.165510446858833205e-02,6.482541937036789825e-02,6.835511871424526653e-02,5.546099917941672147e-02,5.676313093375524171e-02,3.254201350159841716e-02,6.026423746243497748e-02,2.763821142777000278e-02,0.000000000000000000e+00,4.155714974265337786e-02,3.946107963356960957e-02,4.380449462471320415e-02,7.513933727322026634e-02,7.083876777899439370e-02,4.998465275324852353e-02,4.414616793610511708e-02,4.753746688175877061e-02,8.071572420665326653e-02,4.005247252324146967e-02,3.843353311998258526e-02,5.318206221187313232e-02,4.155169970144433761e-02,5.224045508505492652e-02,4.472052258542333347e-02
6.043064334254406866e-02,5.917880447921503029e-02,7.872036336724441696e-02,7.504387026986425457e-02,7.107384439391857545e-02,5.587760111759929732e-02,6.698039701314138783e-02,4.734843524873139087e-02,6.919812841377849522e-02,5.453557519594511710e-02,4.155714974265337786e-02,0.000000000000000000e+00,6.005435370785713878e-02,5.706914892716354049e-02,7.488177438365609118e-02,7.523837546781010632e-02,5.359833041341548893e-02,5.710966008221956408e-02,6.429672299572744554e-02,7.755837833160303396e-02,4.731631580016575078e-02,5.244951266169946280e-02,6.348901914086715892e-02,5.324017905967490943e-02,6.302412927854947333e-02,4.244743540207700921e-02
