start_time,end_time,labelid,label,duration
0.13333333333333333,0.8666666666666667,1,Gesture,0.7333333333333334
3.966666666666667,4.366666666666666,2,Gesture,0.39999999999999947
4.7,5.133333333333334,3,Gesture,0.43333333333333357
6.166666666666667,7.6,4,Gesture,1.4333333333333327
8.033333333333333,8.666666666666666,5,Gesture,0.6333333333333329
9.0,9.833333333333334,6,Gesture,0.8333333333333339
11.3,11.933333333333334,7,Gesture,0.6333333333333329
15.133333333333333,15.8,8,Gesture,0.6666666666666679
17.733333333333334,18.2,9,Gesture,0.466666666666665
18.633333333333333,21.133333333333333,10,Gesture,2.5
